well,depth,VR,VR_min,VR_max,VR_unc_1sigma,simulated_vr,residual,vr_SE_plus,vr_SE_min,residual_norm,P_fit
KDK-01,717.0,0.3199999928,,,0.05,0.2489903581526636,0.07100963464733642,,,1.4201926929467283,0.15555159036535882
KDK-01,994.0,0.3300000131,,,0.05,0.27279944315248533,0.05720056994751466,,,1.1440113989502931,0.2526189096937186
KDK-01,1261.0,0.349999994,,,0.05,0.48864385554087314,-0.13864386154087316,,,-2.772877230817463,0.00555630784199157
KDK-01,1387.0,0.4099999964,,,0.05,0.5245547302711099,-0.11455473387110987,,,-2.291094677422197,0.021957938426167223
KDK-01,1436.0,0.4900000095,,,0.05,0.5385064398907803,-0.048506430390780286,,,-0.9701286078156057,0.33198239087767245
KDK-01,1486.0,0.5299999714,,,0.05,0.5500172496340132,-0.020017278234013225,,,-0.4003455646802645,0.6889020120678204
KDK-01,1576.0,0.4799999893,,,0.05,0.5726949520089593,-0.09269496270895927,,,-1.8538992541791854,0.06375357463949327
KDK-01,738.7399902344,0.3199999928,,,0.05,0.2501370236787069,0.06986296912129314,,,1.3972593824258628,0.16233558534107462
KDK-01,1018.0,0.3300000131,,,0.05,0.27701511312814314,0.05298489997185685,,,1.059697999437137,0.2892820132331404
KDK-01,1192.5899658203,0.5600000024,,,0.05,0.3014174901799678,0.25858251222003226,,,5.171650244400645,2.3203559407214414e-07
KDK-01,1275.1700439453,0.349999994,,,0.05,0.4925706211647479,-0.14257062716474794,,,-2.8514125432949586,0.0043525457851476546
KDK-01,1414.4599609375,0.4099999964,,,0.05,0.5326230874863312,-0.12262309108633124,,,-2.4524618217266245,0.014188243470091289
KDK-01,1462.6600341797,0.4900000095,,,0.05,0.5449620453192354,-0.05496203581923542,,,-1.0992407163847084,0.2716630832303215
KDK-01,1509.3199462891,0.5299999714,,,0.05,0.5551770603752394,-0.025177088975239403,,,-0.5035417795047881,0.6145834140280186
KDK-01,1594.9599609375,0.4799999893,,,0.05,0.5787568088753241,-0.09875681957532412,,,-1.9751363915064823,0.04825267200174088
