NUBA_s_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.35859548071986,109.07816304362257,106.26528690486822,103.82781646882006,103.82781646882006,102.1171196758778,100.56014484294717,99.13899576347288,99.13899576347288,97.75705095419681,96.49519906328595,95.3397306476347
NUBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.06298204246485,110.68474891922264,107.79087773451246,105.28501383708718,103.09490135141532,103.09490135141532,101.54760060400058,100.13274550956228,98.83522656488668,98.83522656488668,97.56825211697539,96.40670062071415,95.33983836761183
NMVFO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.3456224392807,118.3456224392807,110.167918534629,103.77220506438627,98.64512190946678,94.45278242507783,90.96929218106577,90.96929218106577,88.60605873956709,86.5140356349973,84.65224494288671,84.65224494288671,82.8855678114027,81.31042689696248,79.8999614743905
NMRF_s_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.02114315972506,124.02114315972506,109.73842407718783,109.73842407718783,100.2063145123586,92.98403037903975,87.36482701888175,82.89506933973368,79.2733242364883,79.2733242364883,76.86792495617037,74.77426978123505,72.94134170898508,72.94134170898508,71.22949589474534,69.7262587300213,68.39994072166509
NMRF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.11591995048153,111.04484620511653,111.04484620511653,101.64799248691436,101.64799248691436,94.77265944407615,89.23998980823188,84.7450530305958,81.05282916484849,77.98720484306544,77.98720484306544,75.91471317888123,74.08842673382306,72.47207871272042,72.47207871272042,70.94811640895836,69.59902780113315,68.39998495241389
NLLFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.98450957678745,69.98450957678745,63.65727949132804,59.39167287327419,59.39167287327419,56.34568163910244,56.34568163910244,53.90444918852699,51.79710808585374,49.98410661032683,48.42182958949506,47.07169407491024,47.07169407491024,46.129915550380346,45.27992015924502,44.5110567685368,44.5110567685368,43.771309592331505,43.10354302257438,42.49986795578469
NLLFG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.550190149054965,14.65762405892579,14.65762405892579,13.43460709356043,12.595466560087274,12.595466560087274,11.990892801570938,11.990892801570938,11.50284843250694,11.079869606180392,10.714433089617561,10.399056047270413,10.125786784123568,10.125786784123568,9.935235935421817,9.763086349447041,9.607326610797646,9.607326610797646,9.457304957393921,9.322131032241666,9.19991520936083
NLLFS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.608091025835549,12.539960293396549,12.252421347241476,12.252421347241476,11.810448189263415,11.46956057656396,11.46956057656396,11.200577501484117,11.200577501484117,10.967782995327985,10.752747626443107,10.555852567460738,10.376963644413427,10.214505763227896,10.214505763227896,10.09654924066079,9.986498816531455,9.883646595519467,9.883646595519467,9.78198449877274,9.687576792824878,9.59987868624509
CKHM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.984172957994236,10.984172957994236,10.88195373647352,10.7603140290621,10.266190224788183,10.266190224788183,9.565234380366572,9.067711269804715,9.067711269804715,8.700387155107133,8.700387155107133,8.398178352508417,8.132258647941178,7.899165524148178,7.695730997023807,7.51767565080088,7.51767565080088,7.392315979950725,7.278123433189006,7.174367005762713,7.174367005762713,7.073931315203918,6.982788345538204,6.899954148921268
ATBRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.886501628437486,40.886501628437486,40.665971518375414,40.665971518375414,40.41963637983376,40.12378979127009,38.89136535157049,38.89136535157049,37.05017871134876,35.672467985207035,35.672467985207035,34.61254959851802,34.61254959851802,33.71348686345182,32.898841526811005,32.16706955981168,31.51265205721578,30.927817833952226,30.927817833952226,30.508727299461324,30.122361964748244,29.765893560283104,29.765893560283104,29.41639762953806,29.09527002135312,28.799799146877085
ATBR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4653402025935,22.998609594288364,22.998609594288364,22.880935855318945,22.880935855318945,22.749358935695554,22.59115077984614,21.930129781154626,21.930129781154626,20.93600963146317,20.187228306077547,20.187228306077547,19.609014032707982,19.609014032707982,19.116369634191216,18.668997895485667,18.266168230130436,17.904754532965423,17.58140579208307,17.58140579208307,17.349424849131168,17.135163247272683,16.93726325561689,16.93726325561689,16.74286440874477,16.564273001246338,16.399895652136458
ATBRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.96487838658447,110.75707326070236,108.77491179470067,108.77491179470067,108.27265972705024,108.27265972705024,107.71008033365496,107.03225970998938,104.1837354930005,104.1837354930005,99.85294722147972,96.55332147517555,96.55332147517555,93.98289925904572,93.98289925904572,91.7795239142294,89.76624624830615,87.9445773736091,86.30398278198993,84.82961620230415,84.82961620230415,83.76872511301596,82.78656423599202,81.87729856772094,81.87729856772094,80.98329739561663,80.15949146290268,79.3999736323773
ATWDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.29197954014893,151.29197954014893,137.3584885757004,134.99730498277864,131.18502071806148,131.18502071806148,130.23138660889214,130.23138660889214,129.16919285426033,127.89783498239933,122.65648305699104,122.65648305699104,115.00257737613518,109.42997285521677,109.42997285521677,105.24487073090256,105.24487073090256,101.76821153860735,98.68057249226362,95.96191675963388,93.57516408800115,91.48091639483815,91.48091639483815,90.00417702918747,88.65995157776148,87.43555155067128,87.43555155067128,86.25071269079997,85.17600317543874,84.20000742644785
ATWDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.78070101857118,69.0545580550436,69.0545580550436,67.47922830182357,67.17598710802292,66.66065264445835,66.66065264445835,66.52645235663027,66.52645235663027,66.37437302389918,66.18864165617096,65.377488958029,65.377488958029,64.04325994499837,62.93805392200878,62.93805392200878,62.01941696475797,62.01941696475797,61.18856009852432,60.391658429611255,59.637254652146204,58.92935115392494,58.26816941693387,58.26816941693387,57.77690805958485,57.30987286160674,56.86655398432249,56.86655398432249,56.41949524028405,55.99771886620838,55.59985614764434
ATWDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.69553354395485,94.5627959934664,86.02631990134483,86.02631990134483,81.6205571676234,80.81275159117246,79.46854138180484,79.46854138180484,79.12429519396159,79.12429519396159,78.73704323702702,78.26818236050791,76.27176269411035,76.27176269411035,73.16365448488583,70.74531838519619,70.74531838519619,68.83640933946207,68.83640933946207,67.1864893864977,65.6694899388209,64.29080245456194,63.04609388687784,61.9255239962834,61.9255239962834,61.118687792324735,60.3715304802771,59.68036844366544,59.68036844366544,59.00110333330027,58.37579137252564,57.799989600359694
ATAL_s_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.67760060657444,102.67760060657444,92.18191918021665,86.60935423280469,77.51885972727065,77.51885972727065,72.93820234493462,72.10792461474176,70.73341951439646,70.73341951439646,70.38287959997807,70.38287959997807,69.98891383783653,69.51345485989668,67.5024029549927,67.5024029549927,64.41577660279664,62.05552084222573,62.05552084222573,60.220465594920014,60.220465594920014,58.65502104730891,57.23393623340423,55.959059983145366,54.82175480570137,53.81034860292635,53.81034860292635,53.08968247559896,52.42841960616085,51.82189641552749,51.82189641552749,51.23096811842582,50.6919737464141,50.19996522844861
ATAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.40867806214133,92.57603118825696,92.57603118825696,85.33426814390745,81.22923398912968,74.1476065013222,74.1476065013222,70.40226256211893,69.71102112549816,68.5584405537722,68.5584405537722,68.26286229548228,68.26286229548228,67.93019767068131,67.52718694141188,65.80903306357628,65.80903306357628,63.13157019532092,61.05116342740524,61.05116342740524,59.4144392659078,59.4144392659078,58.0051104267379,56.71602160832698,55.55135200932203,54.506149799939976,53.57171702878937,53.57171702878937,52.90314907644821,52.28770484847302,51.72142907650764,51.72142907650764,51.16848789710829,50.66271564088801,50.1999812063533
ATRT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.96550753676616,45.19214121373077,41.347496569997546,41.347496569997546,38.61996101253745,37.02027831098196,34.17152840220567,34.17152840220567,32.62142060012609,32.33220928258051,31.847815449248394,31.847815449248394,31.723161476466046,31.723161476466046,31.582657873815116,31.41214746136766,30.68145533487973,30.68145533487973,29.53175555692114,28.628990021739632,28.628990021739632,27.913385278019692,27.913385278019692,27.293461478749844,26.72316522318856,26.205706499683274,25.73946343231704,25.320895467105203,25.320895467105203,25.020729682059894,24.74378647406071,24.48850295573219,24.48850295573219,24.238678496599935,24.009763162442027,23.79987379925275
RNKPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.20448615977915,21.20448615977915,20.593063530112943,19.565165024658025,18.77225499456173,18.77225499456173,18.14629872898567,17.751313132290193,16.98971584011926,16.98971584011926,16.540234477398094,16.453022413324145,16.305236348316214,16.305236348316214,16.266738740750093,16.266738740750093,16.2231131358421,16.16983520537675,15.937335548366125,15.937335548366125,15.55648263439285,15.243546015653276,15.243546015653276,14.98623121693565,14.98623121693565,14.756052813091479,14.53793821306314,14.334035066401512,14.14550958728887,13.971937537005893,13.971937537005893,13.844655794447892,13.725059502656677,13.612866916778714,13.612866916778714,13.501149959061305,13.396866820880193,13.299878015611196
RNKPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.270775390709133,12.997850651858652,12.997850651858652,12.408352655864718,11.467051456609562,10.781520109843072,10.781520109843072,10.264483566351759,9.948024884394044,9.360131696246345,9.360131696246345,9.026333036943278,8.962555616957793,8.855505465945168,8.855505465945168,8.827785579868756,8.827785579868756,8.796456235128623,8.758314550416113,8.593402012958842,8.593402012958842,8.32838117523519,8.116073499138933,8.116073499138933,7.944698342157707,7.944698342157707,7.793993488638167,7.65331013523401,7.524151633065659,7.406347536376174,7.299420379783282,7.299420379783282,7.221961571527407,7.149793759601662,7.082923686873437,7.082923686873437,7.016988852684828,6.956124056849832,6.899955972641301
RNMUU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.93441624436747,53.93441624436747,53.43038334941461,52.66379256349988,52.66379256349988,50.96955147602455,48.148882962770614,45.99934635180243,45.99934635180243,44.32220105085439,43.272273001256565,41.27044697700291,41.27044697700291,40.10321032405845,39.87880078716274,39.49813212133648,39.49813212133648,39.39918385831765,39.39918385831765,39.28716355112153,39.150515207632466,38.55604076359365,38.55604076359365,37.590145394554085,36.80425927066753,36.80425927066753,36.16253315201869,36.16253315201869,35.59294634341063,35.05709958013167,34.56022603448949,34.1033987625447,33.685960072048125,33.685960072048125,33.38174375914691,33.09742893255392,32.8321232339267,32.8321232339267,32.56935933997242,32.32574283511533,32.099895164365016
RNMUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.98612575394106,31.44350316554568,31.44350316554568,31.320042077339224,31.128743114655805,31.128743114655805,30.690258026315984,29.907528047587352,29.262268099911573,29.262268099911573,28.72559355338356,28.373276309001557,27.663908159945372,27.663908159945372,27.22481572960749,27.138077760495257,26.98915281553114,26.98915281553114,26.950066480010342,26.950066480010342,26.905626253144014,26.851139581429976,26.61036568970479,26.61036568970479,26.206193566911487,25.864380057791507,25.864380057791507,25.57598656989015,25.57598656989015,25.3123341448345,25.057133771648793,24.814222971326313,24.585037805565182,24.370194527352048,24.370194527352048,24.21020285900556,24.057906162402087,23.913238334673473,23.913238334673473,23.767385038963376,23.62973869033052,23.499851815857184
RNMUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136,21.600000000000136
RNMUL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.9603799960461,129.1360068910862,126.57176281635573,122.6240951392372,122.6240951392372,121.74542507408323,120.39797048149782,120.39797048149782,117.37257968082557,112.18909778602793,108.11494220852668,108.11494220852668,104.86087892392482,102.79132406040178,98.77366202651154,98.77366202651154,96.387980859148,95.9257336446187,95.13898003684774,95.13898003684774,94.93393393466079,94.93393393466079,94.7015289921195,94.41764070046145,93.17789918190412,93.17789918190412,91.14591084721341,89.47705185447107,89.47705185447107,88.10418833687051,88.10418833687051,86.87771032647636,85.71730221974562,84.63560818933291,83.63660571751672,82.71922091448631,82.71922091448631,82.04839673990097,81.41963871351494,80.83133851007726,80.83133851007726,80.24717444623028,79.70424765275666,79.20001641944377
RNROY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.16073871375717,41.09776859773528,40.690808990063374,40.10957928239657,39.19166093833908,39.19166093833908,38.98342299358348,38.661278714896774,38.661278714896774,37.92518325239838,36.62278002654425,35.56034279583927,35.56034279583927,34.68648668105624,34.118023452119715,32.98664681017834,32.98664681017834,32.29595419783188,32.16043358680352,31.928235730032256,31.928235730032256,31.867521531375615,31.867521531375615,31.798568922464234,31.7141423255168,31.342904767756217,31.342904767756217,30.724836816786244,30.207996220832772,30.207996220832772,29.776109175728973,29.776109175728973,29.385085215478764,29.01023857818259,28.656294587641064,28.32529831627602,28.01754876612562,28.01754876612562,27.790241611617745,27.575268315535567,27.372359686656452,27.372359686656452,27.169097913586715,26.978509111664668,26.799978365407156
RNROF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.40364385928139,53.60330548010289,51.506165386045325,51.2145295371772,50.79176461498402,50.10999526516998,50.10999526516998,49.9528636709538,49.7079445131551,49.7079445131551,49.140007684616904,48.10416808545967,47.22958713161306,47.22958713161306,46.48856923888179,45.99593199868909,44.98783616876319,44.98783616876319,44.354139638199854,44.22808899603333,44.01100653967043,44.01100653967043,43.953893472785374,43.953893472785374,43.88888800756127,43.80908664919,43.455436701000565,43.455436701000565,42.85623530671584,42.345137568986544,42.345137568986544,41.91071605976139,41.91071605976139,41.511031665303584,41.12216891886691,40.74963420739036,40.39618194084753,40.06344403003819,40.06344403003819,39.81465543002709,39.57704088175683,39.350614540993334,39.350614540993334,39.12162809658791,38.90487669419158,38.699978970217714
RNROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.32992707577029,109.88509826568249,107.35807100240619,100.95231791245511,100.08535896008817,98.8397288272983,96.85702587966207,96.85702587966207,96.4046050716652,95.7028074226152,95.7028074226152,94.09094950404256,91.20918937855642,88.83174364925019,88.83174364925019,86.8582377422532,85.56673213906363,82.97513404624947,82.97513404624947,81.380971603644,81.06711517967096,80.52912485237063,80.52912485237063,80.38811499811905,80.38811499811905,80.22788912955701,80.03158753011456,79.16666270411852,79.16666270411852,77.72162382839161,76.5080876576933,76.5080876576933,75.49092305049332,75.49092305049332,74.5666540168808,73.678556067597,72.83796399999432,72.05015381172812,71.31657617310981,71.31657617310981,70.77354861610173,70.25921034769566,69.77334223325606,69.77334223325606,69.28609845191558,68.828767800915,68.3999775060926
RNSOC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.64653392468748,14.413130931543305,13.948142145665983,13.607600637708558,12.750154409656666,12.634853341278902,12.469383113023424,12.206729968714223,12.206729968714223,12.146929367265603,12.053923484545013,12.053923484545013,11.841725371383376,11.464018900083733,11.154094241445662,11.154094241445662,10.89851659639504,10.732010349054454,10.399666775614385,10.399666775614385,10.196814300262567,10.157010165236727,10.088887065194099,10.088887065194099,10.071054274153315,10.071054274153315,10.050802895911636,10.026008725151424,9.917017377496698,9.917017377496698,9.735551596166532,9.58426345139135,9.58426345139135,9.458119369823445,9.458119369823445,9.344080190688697,9.235014536611718,9.132139594014777,9.03641315223882,8.947720614669468,8.947720614669468,8.882360011924291,8.820712667371343,8.76268742889054,8.76268742889054,8.704733735561195,8.650563832187554,8.599983330404662
RNSOB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.074054351994015,13.039799289206773,12.805366665545128,12.705714359653335,12.628302463989948,12.413500513232067,12.382245206459807,12.336295055605136,12.26056153432696,12.26056153432696,12.242815142720517,12.214932830325898,12.214932830325898,12.149219298738096,12.025464450593793,11.91681011429592,11.91681011429592,11.821632677440796,11.756706454621977,11.619381388414496,11.619381388414496,11.530056855241424,11.51198901121629,11.480633598567696,11.480633598567696,11.47233334927492,11.47233334927492,11.462860095623352,11.451192578980308,11.39897496032098,11.39897496032098,11.308566099273328,11.229381693799791,11.229381693799791,11.160531050360516,11.160531050360516,11.095873853590136,11.031706747488649,10.969016349250158,10.908259775237228,10.850128381330338,10.850128381330338,10.805954618445892,10.763176499353202,10.721858351958355,10.721858351958355,10.679503003785415,10.638863071610501,10.599937494959878
RBMH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.743085741528304,37.607886833597625,37.44881429884087,36.37989883327009,35.93549708453924,35.5947398189914,34.668837862973604,34.536214401005935,34.342282853011454,34.0253547204928,34.0253547204928,33.95157465841886,33.835746449024114,33.835746449024114,33.56524989325845,33.06258921525479,32.62848745077932,32.62848745077932,32.2537457763013,32.001055577077786,31.474894064834125,31.474894064834125,31.1379634441182,31.07035878058868,30.95347257927767,30.95347257927767,30.922623801820542,30.922623801820542,30.88746287753529,30.84422724553859,30.651667862924057,30.651667862924057,30.321911069593984,30.036890197201036,30.036890197201036,29.791955393106008,29.791955393106008,29.564247140215883,29.340809609504532,29.1247958203803,28.918130832253464,28.721825834026642,28.721825834026642,28.57398887756847,28.431929009881273,28.29575838729988,28.29575838729988,28.15723947188696,28.025357532471823,27.899864347448222
RBMDC,0.0,0.0,0.0,0.0,0.0,32.399721002077555,32.399721002077555,31.655432786130753,31.411549389244954,31.128263495804937,29.3071027047569,28.591078141495913,28.05640240523467,26.668525062178972,26.47671854963898,26.200010732386996,25.755845673640714,25.755845673640714,25.653856354167132,25.495188226526565,25.495188226526565,25.128680123746896,24.465641204166605,23.911900427556198,23.911900427556198,23.447053403032314,23.140765860103947,22.520635497941942,22.520635497941942,22.135478947810213,22.0593265128143,21.92831266198555,21.92831266198555,21.89399159280838,21.89399159280838,21.854967317554685,21.80711867907757,21.595851698749726,21.595851698749726,21.240990122691457,20.94127483914509,20.94127483914509,20.688872302051198,20.688872302051198,20.458465372757438,20.23640089230708,20.025466662486682,19.827121436021265,19.64186381480526,19.64186381480526,19.50437854459244,19.373919419138726,19.2503986400242,19.2503986400242,19.126179326746737,19.00950627519516,18.8999251326175
