timestep,time_bp,z_node_0,T_node_0,z_node_1,T_node_1,z_node_2,T_node_2,z_node_3,T_node_3,z_node_4,T_node_4,z_node_5,T_node_5,z_node_6,T_node_6,z_node_7,T_node_7,z_node_8,T_node_8,z_node_9,T_node_9,z_node_10,T_node_10,z_node_11,T_node_11,z_node_12,T_node_12,z_node_13,T_node_13,z_node_14,T_node_14,z_node_15,T_node_15,z_node_16,T_node_16,z_node_17,T_node_17,z_node_18,T_node_18,z_node_19,T_node_19,z_node_20,T_node_20,z_node_21,T_node_21,z_node_22,T_node_22,z_node_23,T_node_23,z_node_24,T_node_24,z_node_25,T_node_25,z_node_26,T_node_26,z_node_27,T_node_27,z_node_28,T_node_28,z_node_29,T_node_29,z_node_30,T_node_30,z_node_31,T_node_31,z_node_32,T_node_32,z_node_33,T_node_33,z_node_34,T_node_34,z_node_35,T_node_35,z_node_36,T_node_36,z_node_37,T_node_37,z_node_38,T_node_38,z_node_39,T_node_39,z_node_40,T_node_40,z_node_41,T_node_41,z_node_42,T_node_42,z_node_43,T_node_43,z_node_44,T_node_44,z_node_45,T_node_45,z_node_46,T_node_46,z_node_47,T_node_47,z_node_48,T_node_48,z_node_49,T_node_49,z_node_50,T_node_50,z_node_51,T_node_51,z_node_52,T_node_52,z_node_53,T_node_53,z_node_54,T_node_54,z_node_55,T_node_55,z_node_56,T_node_56,z_node_57,T_node_57,z_node_58,T_node_58,z_node_59,T_node_59,z_node_60,T_node_60,z_node_61,T_node_61,z_node_62,T_node_62,z_node_63,T_node_63,z_node_64,T_node_64,z_node_65,T_node_65,z_node_66,T_node_66,z_node_67,T_node_67,z_node_68,T_node_68,z_node_69,T_node_69,z_node_70,T_node_70,z_node_71,T_node_71,z_node_72,T_node_72,z_node_73,T_node_73,z_node_74,T_node_74,z_node_75,T_node_75,z_node_76,T_node_76,z_node_77,T_node_77,z_node_78,T_node_78,z_node_79,T_node_79,z_node_80,T_node_80,z_node_81,T_node_81,z_node_82,T_node_82,z_node_83,T_node_83,z_node_84,T_node_84,z_node_85,T_node_85,z_node_86,T_node_86,z_node_87,T_node_87,z_node_88,T_node_88
701,179189961.24031013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.959498062017502,51.33880030328722,24.422348346434003,102.67760060657444,26.883975507364884,148.96561620070293,28.960491485468925,195.2536317948314,31.03596909313618,215.92738007983016,31.924307188567074,236.60112836482892,32.812433566538544,245.9872558621098,33.11649438199655,255.37338335939066,33.4205153070802,260.7641434143122,33.62238854927668,266.1549034692337,33.82424790139833,289.15457664513497,34.55430488348924,312.15424982103616,35.284125034523015,326.78538387099195,35.64427466819617,341.41651792094774,36.004340044627774,352.2165179209478,36.11135315805736,363.0165179209479,36.21833968256731,417.07398902521123,37.83180626899294,471.1314601294746,39.44396569418189,488.9116315273942,39.98920708166119,506.6918029253139,40.534303652578714,530.3065964911204,41.17521660322992,553.921390056927,41.815882041999636,598.337261881552,43.12912967233604,642.7531337061771,44.44147741067696,648.3301808269,44.613409129150604,653.9072279476228,44.78532566466512,659.8656330047708,44.92155918004365,665.8240380619187,45.05777821992187,682.1382817873084,45.465381325132924,698.452525512698,45.87286991603425,710.4084757264761,46.212715232198306,722.3644259402543,46.55249550308446,727.2459634225994,46.67314012437207,732.1275009049446,46.793774694227395,767.7330661183872,47.66653084494052,803.3386313318299,48.53875303797352,827.1843691400852,49.13910687097001,851.0301069483405,49.73921094319228,870.3265276331283,50.22015353267812,889.6229483179162,50.70093283846132
702,179089961.24031013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.954498062022495,51.33880030328722,24.417348346437485,102.67760060657444,26.878975507367187,148.96561620070293,28.955491485470446,195.2536317948314,31.030969093137088,215.92738007983016,31.91930718856776,236.60112836482892,32.80743356653903,245.9872558621098,33.11149438199698,255.37338335939066,33.41551530708056,260.7641434143122,33.617388549276995,266.1549034692337,33.819247901398604,289.15457664513497,34.549304883489356,312.15424982103616,35.279125034522984,326.78538387099195,35.639274668196066,341.41651792094774,35.99934004462761,352.2165179209478,36.10635315805718,363.0165179209479,36.21333968256712,417.07398902521123,37.82680626899257,471.1314601294746,39.43896569418139,488.9116315273942,39.98420708166066,506.6918029253139,40.52930365257814,530.3065964911204,41.170216603229306,553.921390056927,41.81088204199899,598.337261881552,43.124129672335314,642.7531337061771,44.43647741067615,648.3301808269,44.60840912914977,653.9072279476228,44.78032566466426,659.8656330047708,44.916559180042775,665.8240380619187,45.05277821992099,682.1382817873084,45.460381325132005,698.452525512698,45.86786991603329,710.4084757264761,46.207715232197316,722.3644259402543,46.54749550308343,727.2459634225994,46.66814012437103,732.1275009049446,46.788774694226355,767.7330661183872,47.66153084493948,803.3386313318299,48.53375303797246,827.1843691400852,49.134106870968935,851.0301069483405,49.7342109431912,870.3265276331283,50.215153532677036,889.6229483179162,50.69593283846023
703,178989961.24031013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.949498062022588,51.33880030328722,24.412348346438122,102.67760060657444,26.873975507368275,148.96561620070293,28.950491485471847,195.2536317948314,31.025969093138738,215.92738007983016,31.9143071885695,236.60112836482892,32.802433566540856,245.9872558621098,33.10649438199882,255.37338335939066,33.410515307082434,260.7641434143122,33.61238854927888,266.1549034692337,33.81424790140051,289.15457664513497,34.54430488349135,312.15424982103616,35.274125034525056,326.78538387099195,35.634274668198174,341.41651792094774,35.994340044629745,352.2165179209478,36.10135315805932,363.0165179209479,36.20833968256926,417.07398902521123,37.821806268994784,471.1314601294746,39.43396569418365,488.9116315273942,39.97920708166293,506.6918029253139,40.524303652580436,530.3065964911204,41.16521660323163,553.921390056927,41.805882042001336,598.337261881552,43.11912967233771,642.7531337061771,44.43147741067859,648.3301808269,44.60340912915222,653.9072279476228,44.77532566466672,659.8656330047708,44.91155918004523,665.8240380619187,45.04777821992344,682.1382817873084,45.45538132513446,698.452525512698,45.862869916035756,710.4084757264761,46.20271523219979,722.3644259402543,46.54249550308591,727.2459634225994,46.663140124373506,732.1275009049446,46.78377469422883,767.7330661183872,47.65653084494197,803.3386313318299,48.528753037974965,827.1843691400852,49.12910687097145,851.0301069483405,49.729210943193706,870.3265276331283,50.21015353267954,889.6229483179162,50.690932838462736
704,178889961.24031013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.944498062021097,51.33880030328722,24.40734834643667,102.67760060657444,26.86897550736673,148.96561620070293,28.94549148547016,195.2536317948314,31.020969093136873,215.92738007983016,31.90930718856755,236.60112836482892,32.797433566538814,245.9872558621098,33.10149438199675,255.37338335939066,33.405515307080336,260.7641434143122,33.60738854927677,266.1549034692337,33.80924790139838,289.15457664513497,34.53930488348912,312.15424982103616,35.26912503452274,326.78538387099195,35.62927466819581,341.41651792094774,35.98934004462735,352.2165179209478,36.09635315805692,363.0165179209479,36.20333968256686,417.07398902521123,37.8168062689924,471.1314601294746,39.42896569418128,488.9116315273942,39.97420708166055,506.6918029253139,40.51930365257806,530.3065964911204,41.16021660322926,553.921390056927,41.800882041998975,598.337261881552,43.11412967233535,642.7531337061771,44.42647741067623,648.3301808269,44.598409129149864,653.9072279476228,44.77032566466438,659.8656330047708,44.906559180042905,665.8240380619187,45.042778219921125,682.1382817873084,45.450381325132156,698.452525512698,45.85786991603346,710.4084757264761,46.197715232197496,722.3644259402543,46.537495503083626,727.2459634225994,46.65814012437123,732.1275009049446,46.77877469422655,767.7330661183872,47.651530844939664,803.3386313318299,48.523753037972654,827.1843691400852,49.124106870969136,851.0301069483405,49.72421094319141,870.3265276331283,50.20515353267726,889.6229483179162,50.68593283846046
705,178789961.24031013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.93949806202241,51.33880030328722,24.402348346437833,102.67760060657444,26.86397550736783,148.96561620070293,28.940491485471245,195.2536317948314,31.01596909313797,215.92738007983016,31.90430718856866,236.60112836482892,32.792433566539934,245.9872558621098,33.09649438199788,255.37338335939066,33.40051530708147,260.7641434143122,33.60238854927791,266.1549034692337,33.80424790139953,289.15457664513497,34.53430488349031,312.15424982103616,35.26412503452395,326.78538387099195,35.62427466819704,341.41651792094774,35.98434004462859,352.2165179209478,36.09135315805816,363.0165179209479,36.19833968256811,417.07398902521123,37.81180626899367,471.1314601294746,39.42396569418256,488.9116315273942,39.96920708166184,506.6918029253139,40.514303652579365,530.3065964911204,41.155216603230556,553.921390056927,41.795882042000265,598.337261881552,43.10912967233666,642.7531337061771,44.42147741067755,648.3301808269,44.59340912915118,653.9072279476228,44.765325664665696,659.8656330047708,44.901559180044224,665.8240380619187,45.037778219922444,682.1382817873084,45.44538132513349,698.452525512698,45.8528699160348,710.4084757264761,46.19271523219884,722.3644259402543,46.532495503084974,727.2459634225994,46.65314012437258,732.1275009049446,46.77377469422791,767.7330661183872,47.64653084494107,803.3386313318299,48.518753037974086,827.1843691400852,49.119106870970576,851.0301069483405,49.71921094319285,870.3265276331283,50.20015353267869,889.6229483179162,50.68093283846189
706,178689961.24031013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.93449806202515,51.33880030328722,24.397348346440197,102.67760060657444,26.858975507369717,148.96561620070293,28.93549148547269,195.2536317948314,31.010969093138943,215.92738007983016,31.899307188569423,236.60112836482892,32.78743356654049,245.9872558621098,33.09149438199836,255.37338335939066,33.39551530708187,260.7641434143122,33.597388549278264,266.1549034692337,33.79924790139984,289.15457664513497,34.529304883490475,312.15424982103616,35.259125034523976,326.78538387099195,35.619274668196994,341.41651792094774,35.97934004462847,352.2165179209478,36.08635315805803,363.0165179209479,36.19333968256797,417.07398902521123,37.806806268993405,471.1314601294746,39.418965694182184,488.9116315273942,39.96420708166143,506.6918029253139,40.50930365257891,530.3065964911204,41.150216603230064,553.921390056927,41.79088204199974,598.337261881552,43.104129672336036,642.7531337061771,44.41647741067685,648.3301808269,44.58840912915047,653.9072279476228,44.76032566466496,659.8656330047708,44.89655918004348,665.8240380619187,45.032778219921695,682.1382817873084,45.440381325132726,698.452525512698,45.84786991603403,710.4084757264761,46.18771523219807,722.3644259402543,46.527495503084204,727.2459634225994,46.64814012437181,732.1275009049446,46.768774694227126,767.7330661183872,47.64153084494024,803.3386313318299,48.51375303797323,827.1843691400852,49.11410687096971,851.0301069483405,49.71421094319197,870.3265276331283,50.19515353267782,889.6229483179162,50.67593283846102
707,178589961.24031013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.929498062028472,51.33880030328722,24.392348346442873,102.67760060657444,26.853975507371985,148.96561620070293,28.93049148547475,195.2536317948314,31.0059690931409,215.92738007983016,31.894307188571364,236.60112836482892,32.78243356654242,245.9872558621098,33.08649438200029,255.37338335939066,33.3905153070838,260.7641434143122,33.592388549280194,266.1549034692337,33.79424790140176,289.15457664513497,34.52430488349236,312.15424982103616,35.25412503452584,326.78538387099195,35.614274668198846,341.41651792094774,35.97434004463032,352.2165179209478,36.08135315805987,363.0165179209479,36.18833968256979,417.07398902521123,37.801806268994994,471.1314601294746,39.413965694183574,488.9116315273942,39.959207081662754,506.6918029253139,40.504303652580155,530.3065964911204,41.14521660323122,553.921390056927,41.7858820420008,598.337261881552,43.09912967233693,642.7531337061771,44.41147741067758,648.3301808269,44.58340912915118,653.9072279476228,44.75532566466566,659.8656330047708,44.89155918004417,665.8240380619187,45.027778219922375,682.1382817873084,45.43538132513337,698.452525512698,45.84286991603464,710.4084757264761,46.18271523219865,722.3644259402543,46.52249550308476,727.2459634225994,46.64314012437236,732.1275009049446,46.76377469422768,767.7330661183872,47.6365308449408,803.3386313318299,48.50875303797379,827.1843691400852,49.10910687097026,851.0301069483405,49.70921094319252,870.3265276331283,50.19015353267835,889.6229483179162,50.67093283846155
708,178489961.24031013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.92449806201635,51.33880030328722,24.38734834643323,102.67760060657444,26.84897550736446,148.96561620070293,28.92549148546878,195.2536317948314,31.000969093136302,215.92738007983016,31.889307188567305,236.60112836482892,32.777433566538875,245.9872558621098,33.08149438199691,255.37338335939066,33.38551530708059,260.7641434143122,33.58738854927709,266.1549034692337,33.78924790139876,289.15457664513497,34.519304883489724,312.15424982103616,35.249125034523544,326.78538387099195,35.60927466819671,341.41651792094774,35.96934004462834,352.2165179209478,36.076353158057934,363.0165179209479,36.1833396825679,417.07398902521123,37.796806268993656,471.1314601294746,39.408965694182726,488.9116315273942,39.95420708166207,506.6918029253139,40.499303652579634,530.3065964911204,41.1402166032309,553.921390056927,41.78088204200068,598.337261881552,43.09412967233718,642.7531337061771,44.40647741067818,648.3301808269,44.57840912915182,653.9072279476228,44.75032566466633,659.8656330047708,44.88655918004485,665.8240380619187,45.02277821992306,682.1382817873084,45.430381325134086,698.452525512698,45.83786991603538,710.4084757264761,46.17771523219942,722.3644259402543,46.51749550308554,727.2459634225994,46.638140124373145,732.1275009049446,46.758774694228464,767.7330661183872,47.631530844941594,803.3386313318299,48.50375303797459,827.1843691400852,49.104106870971066,851.0301069483405,49.704210943193324,870.3265276331283,50.185153532679166,889.6229483179162,50.66593283846237
709,178389961.24031013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.919498062021308,51.33880030328722,24.382348346437208,102.67760060657444,26.843975507367496,148.96561620070293,28.920491485471057,195.2536317948314,30.99596909313786,215.92738007983016,31.884307188568567,236.60112836482892,32.77243356653985,245.9872558621098,33.0764943819978,255.37338335939066,33.38051530708138,260.7641434143122,33.58238854927782,266.1549034692337,33.78424790139944,289.15457664513497,34.51430488349021,312.15424982103616,35.24412503452385,326.78538387099195,35.60427466819693,341.41651792094774,35.96434004462847,352.2165179209478,36.071353158058045,363.0165179209479,36.17833968256799,417.07398902521123,37.79180626899347,471.1314601294746,39.40396569418229,488.9116315273942,39.94920708166155,506.6918029253139,40.49430365257903,530.3065964911204,41.13521660323018,553.921390056927,41.77588204199985,598.337261881552,43.08912967233616,642.7531337061771,44.40147741067699,648.3301808269,44.57340912915062,653.9072279476228,44.745325664665124,659.8656330047708,44.88155918004365,665.8240380619187,45.01777821992187,682.1382817873084,45.425381325132896,698.452525512698,45.8328699160342,710.4084757264761,46.17271523219824,722.3644259402543,46.512495503084374,727.2459634225994,46.63314012437198,732.1275009049446,46.753774694227296,767.7330661183872,47.62653084494037,803.3386313318299,48.498753037973316,827.1843691400852,49.09910687096977,851.0301069483405,49.69921094319201,870.3265276331283,50.180153532677835,889.6229483179162,50.66093283846103
710,178289961.24031013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.91449806202335,51.33880030328722,24.377348346438986,102.67760060657444,26.83897550736908,148.96561620070293,28.91549148547252,195.2536317948314,30.990969093139228,215.92738007983016,31.879307188569907,236.60112836482892,32.76743356654117,245.9872558621098,33.07149438199911,255.37338335939066,33.37551530708269,260.7641434143122,33.57738854927913,266.1549034692337,33.77924790140074,289.15457664513497,34.50930488349148,312.15424982103616,35.23912503452509,326.78538387099195,35.599274668198156,341.41651792094774,35.959340044629684,352.2165179209478,36.06635315805925,363.0165179209479,36.17333968256918,417.07398902521123,37.786806268994454,471.1314601294746,39.39896569418308,488.9116315273942,39.944207081662285,506.6918029253139,40.48930365257973,530.3065964911204,41.130216603230835,553.921390056927,41.770882042000466,598.337261881552,43.08412967233671,642.7531337061771,44.39647741067746,648.3301808269,44.56840912915108,653.9072279476228,44.740325664665555,659.8656330047708,44.876559180044055,665.8240380619187,45.012778219922254,682.1382817873084,45.42038132513325,698.452525512698,45.827869916034516,710.4084757264761,46.16771523219853,722.3644259402543,46.50749550308464,727.2459634225994,46.62814012437224,732.1275009049446,46.748774694227556,767.7330661183872,47.62153084494063,803.3386313318299,48.49375303797358,827.1843691400852,49.09410687097004,851.0301069483405,49.69421094319229,870.3265276331283,50.17515353267812,889.6229483179162,50.65593283846132
711,178189961.24031013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.909498062021655,51.33880030328722,24.37234834643788,102.67760060657444,26.833975507368415,148.96561620070293,28.910491485472136,195.2536317948314,30.98596909313906,215.92738007983016,31.874307188569812,236.60112836482892,32.762433566541134,245.9872558621098,33.066494381999085,255.37338335939066,33.37051530708268,260.7641434143122,33.57238854927912,266.1549034692337,33.774247901400734,289.15457664513497,34.5043048834915,312.15424982103616,35.23412503452513,326.78538387099195,35.59427466819821,341.41651792094774,35.95434004462975,352.2165179209478,36.061353158059326,363.0165179209479,36.16833968256926,417.07398902521123,37.78180626899466,471.1314601294746,39.39396569418338,488.9116315273942,39.9392070816626,506.6918029253139,40.48430365258005,530.3065964911204,41.12521660323117,553.921390056927,41.76588204200082,598.337261881552,43.079129672337075,642.7531337061771,44.39147741067785,648.3301808269,44.56340912915147,653.9072279476228,44.73532566466595,659.8656330047708,44.87155918004446,665.8240380619187,45.00777821992266,682.1382817873084,45.415381325133666,698.452525512698,45.82286991603494,710.4084757264761,46.16271523219895,722.3644259402543,46.50249550308505,727.2459634225994,46.62314012437264,732.1275009049446,46.74377469422795,767.7330661183872,47.61653084494104,803.3386313318299,48.48875303797401,827.1843691400852,49.08910687097047,851.0301069483405,49.68921094319272,870.3265276331283,50.170153532678555,889.6229483179162,50.65093283846175
712,178089961.24031013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.90449806202405,51.33880030328722,24.36734834643945,102.67760060657444,26.828975507369293,148.96561620070293,28.905491485472517,195.2536317948314,30.980969093139016,215.92738007983016,31.869307188569604,236.60112836482892,32.75743356654077,245.9872558621098,33.06149438199867,255.37338335939066,33.36551530708221,260.7641434143122,33.56738854927862,266.1549034692337,33.769247901400206,289.15457664513497,34.49930488349088,312.15424982103616,35.22912503452442,326.78538387099195,35.58927466819746,341.41651792094774,35.949340044628954,352.2165179209478,36.05635315805852,363.0165179209479,36.163339682568456,417.07398902521123,37.77680626899384,471.1314601294746,39.388965694182566,488.9116315273942,39.934207081661796,506.6918029253139,40.479303652579254,530.3065964911204,41.12021660323038,553.921390056927,41.760882042000034,598.337261881552,43.074129672336284,642.7531337061771,44.386477410677045,648.3301808269,44.55840912915066,653.9072279476228,44.73032566466515,659.8656330047708,44.86655918004367,665.8240380619187,45.00277821992188,682.1382817873084,45.410381325132896,698.452525512698,45.81786991603418,710.4084757264761,46.15771523219821,722.3644259402543,46.49749550308432,727.2459634225994,46.61814012437192,732.1275009049446,46.73877469422724,767.7330661183872,47.61153084494035,803.3386313318299,48.48375303797334,827.1843691400852,49.08410687096982,851.0301069483405,49.684210943192085,870.3265276331283,50.16515353267793,889.6229483179162,50.64593283846112
713,177989961.24031013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.89949806202395,51.33880030328722,24.36234834643913,102.67760060657444,26.82397550736887,148.96561620070293,28.90049148547208,195.2536317948314,30.975969093138616,215.92738007983016,31.86430718856923,236.60112836482892,32.75243356654044,245.9872558621098,33.056494381998355,255.37338335939066,33.36051530708192,260.7641434143122,33.56238854927834,266.1549034692337,33.76424790139993,289.15457664513497,34.49430488349063,312.15424982103616,35.2241250345242,326.78538387099195,35.58427466819725,341.41651792094774,35.94434004462877,352.2165179209478,36.051353158058326,363.0165179209479,36.15833968256825,417.07398902521123,37.771806268993465,471.1314601294746,39.38396569418205,488.9116315273942,39.92920708166123,506.6918029253139,40.47430365257864,530.3065964911204,41.115216603229726,553.921390056927,41.75588204199934,598.337261881552,43.06912967233555,642.7531337061771,44.381477410676275,648.3301808269,44.553409129149884,653.9072279476228,44.72532566466437,659.8656330047708,44.86155918004288,665.8240380619187,44.99777821992109,682.1382817873084,45.4053813251321,698.452525512698,45.812869916033385,710.4084757264761,46.1527152321974,722.3644259402543,46.49249550308351,727.2459634225994,46.61314012437111,732.1275009049446,46.733774694226426,767.7330661183872,47.606530844939535,803.3386313318299,48.47875303797252,827.1843691400852,49.07910687096899,851.0301069483405,49.67921094319126,870.3265276331283,50.16015353267709,889.6229483179162,50.64093283846029
714,177889961.24031013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.89449806202104,51.33880030328722,24.357348346436982,102.67760060657444,26.818975507367327,148.96561620070293,28.89549148547094,195.2536317948314,30.97096909313781,215.92738007983016,31.85930718856855,236.60112836482892,32.747433566539875,245.9872558621098,33.051494381997834,255.37338335939066,33.35551530708143,260.7641434143122,33.557388549277874,266.1549034692337,33.75924790139949,289.15457664513497,34.489304883490256,312.15424982103616,35.21912503452389,326.78538387099195,35.57927466819697,341.41651792094774,35.939340044628516,352.2165179209478,36.04635315805809,363.0165179209479,36.153339682568024,417.07398902521123,37.76680626899341,471.1314601294746,39.378965694182156,488.9116315273942,39.924207081661386,506.6918029253139,40.469303652578844,530.3065964911204,41.11021660322997,553.921390056927,41.75088204199962,598.337261881552,43.064129672335866,642.7531337061771,44.37647741067663,648.3301808269,44.548409129150244,653.9072279476228,44.720325664664735,659.8656330047708,44.85655918004325,665.8240380619187,44.99277821992146,682.1382817873084,45.4003813251325,698.452525512698,45.80786991603381,710.4084757264761,46.147715232197854,722.3644259402543,46.48749550308399,727.2459634225994,46.6081401243716,732.1275009049446,46.728774694226935,767.7330661183872,47.60153084494007,803.3386313318299,48.473753037973076,827.1843691400852,49.07410687096956,851.0301069483405,49.67421094319183,870.3265276331283,50.155153532677666,889.6229483179162,50.63593283846087
715,177789961.24031013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.88949806202036,51.33880030328722,24.35234834643693,102.67760060657444,26.813975507367704,148.96561620070293,28.89049148547157,195.2536317948314,30.96596909313861,215.92738007983016,31.854307188569404,236.60112836482892,32.74243356654077,245.9872558621098,33.046494381998734,255.37338335939066,33.35051530708234,260.7641434143122,33.55238854927879,266.1549034692337,33.75424790140042,289.15457664513497,34.48430488349123,312.15424982103616,35.2141250345249,326.78538387099195,35.574274668197994,341.41651792094774,35.93434004462955,352.2165179209478,36.041353158059124,363.0165179209479,36.14833968256906,417.07398902521123,37.76180626899443,471.1314601294746,39.37396569418313,488.9116315273942,39.91920708166235,506.6918029253139,40.464303652579815,530.3065964911204,41.10521660323096,553.921390056927,41.74588204200062,598.337261881552,43.05912967233693,642.7531337061771,44.37147741067775,648.3301808269,44.54340912915137,653.9072279476228,44.71532566466586,659.8656330047708,44.851559180044376,665.8240380619187,44.98777821992258,682.1382817873084,45.395381325133556,698.452525512698,45.8028699160348,710.4084757264761,46.14271523219879,722.3644259402543,46.48249550308486,727.2459634225994,46.603140124372445,732.1275009049446,46.72377469422776,767.7330661183872,47.59653084494085,803.3386313318299,48.468753037973826,827.1843691400852,49.069106870970295,851.0301069483405,49.66921094319255,870.3265276331283,50.15015353267838,889.6229483179162,50.630932838461575
716,177689961.24031013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.884498062015094,51.33880030328722,24.347348346431815,102.67760060657444,26.808975507362845,148.96561620070293,28.885491485466964,195.2536317948314,30.96096909313427,215.92738007983016,31.849307188565177,236.60112836482892,32.73743356653666,245.9872558621098,33.04149438199467,255.37338335939066,33.345515307078315,260.7641434143122,33.5473885492748,266.1549034692337,33.74924790139646,289.15457664513497,34.479304883487366,312.15424982103616,35.209125034521136,326.78538387099195,35.569274668194275,341.41651792094774,35.929340044625874,352.2165179209478,36.03635315805547,363.0165179209479,36.14333968256543,417.07398902521123,37.75680626899123,471.1314601294746,39.36896569418034,488.9116315273942,39.9142070816597,506.6918029253139,40.45930365257728,530.3065964911204,41.10021660322855,553.921390056927,41.74088204199833,598.337261881552,43.05412967233487,642.7531337061771,44.36647741067591,648.3301808269,44.538409129149564,653.9072279476228,44.71032566466408,659.8656330047708,44.84655918004262,665.8240380619187,44.982778219920846,682.1382817873084,45.39038132513189,698.452525512698,45.797869916033214,710.4084757264761,46.13771523219726,722.3644259402543,46.47749550308339,727.2459634225994,46.59814012437099,732.1275009049446,46.71877469422632,767.7330661183872,47.591530844939435,803.3386313318299,48.46375303797242,827.1843691400852,49.06410687096889,851.0301069483405,49.66421094319115,870.3265276331283,50.145153532676986,889.6229483179162,50.62593283846018
717,177589961.24031013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.879498062024833,0.07121109538853918,21.882529211655996,0.14242219077707835,21.88556035917252,51.47372557875976,24.34711451175312,102.80502896674244,26.80761226002892,149.08787187298208,28.883381381014804,195.37071477922174,30.95818811418718,216.04251482453662,31.846280458551462,236.71431486985148,32.734170904368064,246.09999525551407,33.03817375105404,255.48567564117667,33.34213793339587,260.87606638428144,33.54396757499184,266.26645712738616,33.745783781029196,289.2649323423582,34.47570501407412,312.26340755733014,35.20539541715983,326.8941582683241,35.565499821054075,341.52490897931807,35.92552150700894,352.32490897931814,36.03252829319171,363.1249089793182,36.13950867807393,417.180055752664,37.75275065244134,471.2352025260098,39.36470597767859,489.0147497409903,39.909891631660244,506.7942969559708,40.45493412897721,530.4085612232825,41.095800530241235,554.0228254905943,41.73642151084542,598.437287668143,43.04956069653087,642.8517498456915,44.36180620228055,648.4286144109536,44.533724760849616,654.0054789762157,44.7056282104923,659.9638160494802,44.84185687458502,665.9221531227447,44.978071116615375,682.2361291755097,45.385656012464224,698.5501052282748,45.793126812586635,710.505723408464,46.13295009795948,722.4613415886531,46.47270857086911,727.3428049397917,46.593348471519334,732.2242682909301,46.71397834917254,767.8293084935224,47.58670213931897,803.4343486961145,48.45889320224833,827.2796845726623,49.059223590956755,851.1250204492102,49.659304604693276,870.4211280954603,50.14022954018789,889.7172357417104,50.62099135582564
