timestep,time_bp,z_node_0,T_node_0,z_node_1,T_node_1,z_node_2,T_node_2,z_node_3,T_node_3,z_node_4,T_node_4,z_node_5,T_node_5,z_node_6,T_node_6,z_node_7,T_node_7,z_node_8,T_node_8,z_node_9,T_node_9,z_node_10,T_node_10,z_node_11,T_node_11,z_node_12,T_node_12,z_node_13,T_node_13,z_node_14,T_node_14,z_node_15,T_node_15,z_node_16,T_node_16,z_node_17,T_node_17,z_node_18,T_node_18,z_node_19,T_node_19,z_node_20,T_node_20,z_node_21,T_node_21,z_node_22,T_node_22,z_node_23,T_node_23,z_node_24,T_node_24,z_node_25,T_node_25,z_node_26,T_node_26,z_node_27,T_node_27,z_node_28,T_node_28,z_node_29,T_node_29,z_node_30,T_node_30,z_node_31,T_node_31,z_node_32,T_node_32,z_node_33,T_node_33,z_node_34,T_node_34,z_node_35,T_node_35,z_node_36,T_node_36,z_node_37,T_node_37,z_node_38,T_node_38,z_node_39,T_node_39,z_node_40,T_node_40,z_node_41,T_node_41,z_node_42,T_node_42,z_node_43,T_node_43,z_node_44,T_node_44,z_node_45,T_node_45,z_node_46,T_node_46,z_node_47,T_node_47,z_node_48,T_node_48,z_node_49,T_node_49,z_node_50,T_node_50,z_node_51,T_node_51,z_node_52,T_node_52,z_node_53,T_node_53,z_node_54,T_node_54,z_node_55,T_node_55,z_node_56,T_node_56,z_node_57,T_node_57,z_node_58,T_node_58,z_node_59,T_node_59,z_node_60,T_node_60,z_node_61,T_node_61,z_node_62,T_node_62,z_node_63,T_node_63,z_node_64,T_node_64,z_node_65,T_node_65,z_node_66,T_node_66,z_node_67,T_node_67,z_node_68,T_node_68
226,16653095.238095246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.66123809523771,62.73085756774957,12.959954970521002,125.46171513549913,15.259273961231711,188.686931711866,17.486481135789685,251.9121482882329,19.716318467216453,310.2427429286158,21.507475561589445,368.5733375689987,23.300042577545838,426.23139182211514,25.029721687521498,483.8894460752316,26.760567255918545,540.9500230717737,28.435033670997022,598.0106000683157,30.110463484576844,654.5373802883325,31.735076496467485,711.0641605083495,33.36048188026104,767.1116289954641,34.93986508683193,823.1590974825788,36.51989534817463,878.7744741490128,38.05808368819436,934.3898508154468,39.59679466430198,989.6140686321935,41.097315659911665,1044.8382864489402,42.59825200627386,1099.7071319997299,44.064213898208095,1154.5759775505194,45.530498032076395,1209.1208380316807,46.96465002723022,1263.6656985128423,48.39904297810178,1317.914468289596,49.80384278783924,1372.1632380663498,51.208812220029735,1427.3971248876792,52.71626456672518,1482.6310117090086,54.223835165626205,1537.4037847277182,55.6903328551773,1592.176557746428,57.156857133212476,1646.5392188421179,58.586657168188786,1700.9018799378075,60.01640698204463,1754.8981163579724,61.41317301397259,1808.894352778137,62.80982390323565,1862.5619976320675,64.17674014336005,1916.2296424859978,65.54348594587077,1969.6015102628357,66.88332768685437,2022.9733780396737,68.22295155944269,2076.078146536697,69.53815467036418,2129.1829150337207,70.85309896349386,2182.0457781266687,72.14581236369912,2234.908641219616,73.43823138275849,2287.5517904812223,74.71035687907299,2340.1949397428284,75.98215693732482,2392.6381468039026,77.23539292469668,2445.081353864977,78.4882762188552
227,16602500.000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.641000000000968,8.531069566141891,10.959246139643579,17.062139132283782,11.277505482853478,81.61556610106369,13.62892000966016,146.1689930698436,15.983410339336462,209.01881002560344,18.186109047040755,271.8686269813633,20.3911404284046,329.99006282071974,22.17000769382418,388.11149866007617,23.950126626908283,445.5810479731923,25.66872674440236,503.0505972863084,27.38836412447867,559.9404443809947,29.052795063640055,616.8302914756811,30.71808333121234,673.2017587567325,32.33356716997629,729.5732260377838,33.9497558439482,785.478887781681,35.5208050478694,841.3845495255782,37.092428731127384,896.8699999465547,38.62298315682617,952.3554503675311,40.15399978327505,1007.4602581382615,41.6475069898808,1062.5650659089918,43.14137900712397,1117.3238523857754,44.60087866982657,1172.082638862559,46.060658138213604,1226.5258246689466,47.48884252400759,1280.9690104753342,48.917232103733895,1335.1236300127694,50.31650796288439,1389.2782495502042,51.71592320388801,1444.384932172342,53.21553849633375,1499.4916147944798,54.715242214243204,1554.1500844276102,56.174738688557184,1608.8085540607406,57.63423939639121,1663.0680997852887,59.057759757529304,1717.3276455098367,60.48121338890035,1771.2305542024978,61.87232830145404,1825.133462895159,63.26331618845993,1878.7163762792866,64.62513128899256,1932.299289663414,65.98676776473977,1985.5940191495793,67.32199262202197,2038.8887486357446,68.65699440289144,2091.9231202606647,69.96800943767751,2144.957491885585,71.27876287221731,2197.75596266537,72.56766940619708,2250.554433445155,73.85628076828925,2303.1385783102096,75.12494098052998,2355.7227231752636,76.3932766162184,2408.1117612772655,77.64335373493405,2460.5007993792674,78.8930804031925
228,16551904.76190477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.62076190476214,19.194906523819252,11.33466753513883,38.389813047638505,12.048637382215071,102.51753549323439,14.3703632423194,166.64525793883027,16.69504569312975,229.13499365996063,18.873182260899995,291.624729381091,21.053558998046793,349.54345698734653,22.819953265994528,407.462184593602,24.587550727895255,464.74875468829,26.295046033217364,522.0353247829779,28.00353445315735,578.7592083854645,29.65801958086754,635.4830919879511,31.313321493089596,691.703391852401,32.91984953120626,747.923691716851,34.52704497279409,803.6911868985546,36.08999310331523,859.4586820802582,37.65348104839669,914.8174135612651,39.17667420668558,970.176145042272,40.700297404332346,1025.1643884660027,42.18708873300888,1080.1526318897334,43.674215005583505,1134.8038946322304,45.12756417964008,1189.4551573747276,46.58116540840554,1243.798946001195,48.00369970052236,1298.1427346276623,49.42641339307077,1352.2052500407417,50.82048152398735,1406.267765453821,52.21466504897866,1461.2506901794418,53.70687624183153,1516.2336149050627,55.19914883242752,1570.7807531036797,56.652042463949066,1625.3278913022968,58.1049161617106,1679.4869017662538,59.522518556296255,1733.6459122302108,60.94003245632805,1787.4577531490509,62.32582055512838,1841.2695940678907,63.711461890143894,1894.7697615418506,65.06846186696906,1948.2699290158102,66.4252651912693,2001.4892758868048,67.75612091578998,2054.7086227577993,69.08673697987344,2107.6741572388346,70.3937735108645,2160.6396917198704,71.70053307358546,2213.3751600973646,72.98580423806833,2266.1106284748585,74.27076588293552,2318.637017311148,75.53609478242014,2371.163406147438,76.80108561019986,2423.499395273193,78.04810019544192,2475.8353843989485,79.29475154217259
229,16501309.523809532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.600523809523944,29.858743481496617,11.707603370237274,59.717486962993235,12.814831943206988,123.41950488540508,15.106977822767055,187.12152280781692,17.401965705561654,249.2511772943178,19.55557429866193,311.3808317808187,21.711337331001115,369.09685115397326,23.465160963237047,426.81287052712776,25.220145118942206,483.9164614033876,26.916438650765993,541.0200522796474,28.61368782136656,597.5779723899342,30.258134939127928,654.135892500221,31.903365476327107,710.2050249480695,33.50085294326352,766.2741573959181,35.09897775500504,821.9034860154281,36.6537490086287,877.5328146349382,38.2090327216943,932.7648271759755,39.724798532397266,987.9968397170128,41.240969265244956,1042.868518793744,42.7209884822269,1097.740197870475,44.20131940484374,1152.2839368786856,45.64847139078714,1206.8276758868963,47.09585378977388,1261.0720673334433,48.51270018029482,1315.3164587799904,49.92970570470293,1369.286870068714,51.318536384470406,1423.257281357438,52.70746338615773,1478.1164481865417,54.1922663029207,1532.9756150156454,55.67710851612516,1587.4114217797492,57.12339758080339,1641.8472285438531,58.56964666372025,1695.905703747219,59.98133158356054,1749.9641789505847,61.392909645844504,1803.6849520956034,62.773373271739885,1857.4057252406221,64.15367317426279,1910.8231468044141,65.50586184127945,1964.2405683682064,66.85783807889023,2017.38453262403,68.18432959897916,2070.5284968798537,69.51056669095576,2123.4251942170044,70.81363046070963,2176.321891554155,72.1164033652911,2228.9943575293582,73.39804549744913,2281.6668235045618,74.67936497207471,2334.135456312087,75.94136934688957,2386.6040891196126,77.20302318087302,2438.887029269121,78.44698242868272,2491.1699694186295,79.6905665628705
230,16450714.285714293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.580285714287117,40.52258043917398,12.078028097333581,81.04516087834796,13.576033248441604,144.32147427757576,15.838830051286546,207.5977876768036,18.10435776305751,269.367360928675,20.233584793075185,331.1369341805464,22.364883761507723,388.6502453206,24.106124907034875,446.1635564606536,25.848485891666087,503.08416811848525,27.53355570123747,560.0047797763169,29.219545836450727,616.3967363944039,30.853926323910144,672.788693012491,32.489059169614976,728.7066580437381,34.07747335142987,784.6246230749852,35.66649723038261,840.1157851323017,37.21305671683539,895.6069471896182,38.760103794471554,950.7122407906859,40.26840668458273,1005.8175343917536,41.77709191505201,1060.572649121485,43.25030388413901,1115.3277638512166,44.72380688108878,1169.7639791251408,46.1647278342679,1224.200194399065,47.60586012472842,1278.3451886656917,49.01698667845977,1332.4901829323185,50.42825465461026,1386.3684900966869,51.81181834188712,1440.246797261055,53.19546181032904,1494.9822061936416,54.67284759670702,1549.7176151262283,56.15025348431605,1604.0420904558189,57.58992812246248,1658.3665657854094,59.02954552082533,1712.324505728184,60.43530324097073,1766.2824456709586,61.84093842072506,1819.9121510421562,63.216068790699566,1873.5418564133538,64.59102105414772,1926.8765320669781,65.93839116875063,1980.2112077206027,67.28553555585216,2033.2797893612556,68.6076575938628,2086.348371001908,69.92951282311294,2139.1762311951743,71.22860082170749,2192.0040913884404,72.52738635917699,2244.6135549613527,73.80539893294933,2297.223018534265,75.0830779315611,2349.633895313026,76.3417598784135,2402.044772091787,77.60008095994291,2454.2746632650487,78.84098969073885,2506.504554438311,80.08151350647047
231,16400119.047619054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.5600476190483,51.18641739685135,12.445940252113637,102.3728347937027,14.332233671968433,165.22344366974647,16.565958460099544,228.07405254579027,18.802306494403105,289.4835445630322,20.907342926896945,350.89303658027416,23.014371590772186,408.2036394872267,24.743055759838942,465.51424239417935,26.472820564851517,522.2518748335829,28.14667984065446,578.9895072729864,29.821425647950136,635.2155003988737,31.44574366667348,691.441493524761,33.07078454068877,747.2082911394066,34.650123085075116,802.9750887540523,36.23004527342137,858.3280842491752,37.76838603051226,913.6810797442981,39.30719113576933,968.6596544053963,40.80802105283337,1023.6382290664944,42.30921237812462,1078.2767794492263,43.77560513171595,1132.9153298319582,45.242269902698595,1187.2440213715959,46.67694687209581,1241.5727129112336,48.11181778132092,1295.6183099979398,49.51721127352363,1349.6639070846463,50.922730159569674,1403.4501101246592,52.30101394130406,1457.2363131646719,53.679362645115305,1511.8479642007414,55.14933833937655,1566.459615236811,56.619316910538366,1620.6727591318884,58.052380969751425,1674.8859030269657,59.4853724373985,1728.7433077091491,60.88520492716093,1782.6007123913328,62.284901039793894,1836.139349988709,63.65469920923615,1889.6779875860855,65.02430667807872,1942.9299173295421,66.36685912147979,1996.1818470729988,67.7091742737311,2049.175046098481,69.02692808677999,2102.1682451239626,70.3444043920196,2154.9272681733437,71.63951866558733,2207.6862912227252,72.93432051223724,2260.232752393347,74.208706674901,2312.7792135639684,75.48274992465089,2365.1323343139647,76.73811391361133,2417.485455063961,77.99310824325435,2469.6622972609766,79.23097242138999,2521.839139457992,80.46844336495799
232,16349523.809523815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.53980952380849,61.85025435452871,12.811353163663755,123.70050870905742,15.083455321265257,186.12541306191716,17.2884107485826,248.5503174147769,19.495885147362085,309.59972819738937,21.57694752968628,370.64913898000185,23.65992503383057,427.75703365385345,25.376100519265858,484.8649283277051,27.09331870118902,541.4195815486805,28.75600234221804,597.9742347696559,30.419539953057775,654.0342644033434,32.03382021622661,710.0942940370309,33.64879504739649,765.7099242350752,35.21907493828788,821.3255544331195,36.78991362674326,876.5403833660488,38.32004677938432,931.7552122989781,39.850622238809834,986.6070680201067,41.34398595092907,1041.4589237412351,42.83769133707721,1095.9809097769676,44.297268456869425,1150.5028958126998,45.75709977762105,1204.7240636180509,47.18553409502166,1258.9452314234022,48.61414614386173,1312.8914313301884,50.013806378289836,1366.8376312369744,51.413577160355295,1420.5317301526316,52.786579915233446,1474.2258290682887,54.15963390692227,1528.7137222078413,55.62221793530508,1583.201615347394,57.08478900467414,1637.303427807958,58.51125634207638,1691.405240268522,59.93763706842294,1745.1621096901144,61.3315549856041,1798.9189791117067,62.72532397131792,1852.3665489352618,64.08979841984748,1905.814118758817,65.45407081060073,1958.9833025921062,66.79181267882346,2012.1524864253952,68.12930688691034,2065.070302835706,69.44269879004331,2117.988119246017,70.75580364115504,2170.678305151514,72.04695018685636,2223.3684910570105,73.33777545669021,2275.851949825341,74.60854124702419,2328.3354085936717,75.87895586697086,2380.6307733149038,77.13100824502396,2432.926138036136,78.38268321456763,2485.0499312569045,79.6175097092529,2537.173724477673,80.85193566010742
233,16298928.571428578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.519571428571421,8.40298970316972,10.833660074954272,16.80597940633944,11.147760937498509,80.45758706151648,13.471625942850288,144.1091947166935,15.798421746330948,206.1677721580179,17.97926856283908,268.22634959934226,20.162344921650256,328.9618740401554,22.222915071952173,389.6973984809686,24.28519317612156,446.6233104502649,25.990538930710688,503.5492224195612,27.69681169855252,559.9388077081961,29.349679146828134,616.328392996831,31.00330573630312,672.2380622715735,32.608651986861574,728.1477315463161,34.214614721795826,783.6259165246195,35.77673615178202,839.1041015029228,37.33935183393027,894.1928685927583,38.86201050267552,949.2816356825936,40.385057930607104,1004.0175241131,41.871553946449566,1058.7534125436064,43.358347059131106,1113.1684216570184,44.811596910484454,1167.5834307704306,46.26506373437177,1221.7056959229437,47.687656086607014,1275.8279610754569,49.110394994424205,1329.6825140082951,50.504649064248134,1383.5370669411336,51.89898751061162,1437.1460680618193,53.26697711281063,1490.755069182505,54.634995934539326,1545.1306900802974,56.090681781812435,1599.5063109780897,57.546333542836,1653.50677014112,58.966610189370755,1707.5072293041499,60.38678461862599,1761.1723101117836,61.775128737304414,1814.8373909194174,63.16331268852875,1868.2015812699174,64.52275347244327,1921.565771620417,65.88198445463962,1974.6590109482172,67.21516851121632,2027.7522502760175,68.54809997845688,2080.600728891428,69.85735562994016,2133.449207506838,71.1663215919304,2186.0759512744844,72.45370717167654,2238.7026950421314,73.74077072167144,2291.1279933448986,75.00811117871247,2343.5532916476664,76.27510127542666,2395.7952450003017,77.5240298119063,2448.037198352937,78.77258305944905,2500.111861017072,80.00455745187188,2552.186523681207,81.23613452490486
234,16248333.33333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.49933333333472,18.906726832131866,11.203917545394539,37.81345366426373,11.908561111311027,101.05079370583184,14.203382406249654,164.28813374739994,16.501021872826055,225.9952286801011,18.65775256564818,287.7023236128022,20.816625429462167,348.13551043502366,22.85686409525903,408.56869725724505,24.898740296244544,465.31780790412245,26.593271262175993,522.0669185509998,28.288689440778228,578.295913728816,29.931855723740366,634.5249089066323,31.57574468840851,690.2881186057436,33.172343961806554,746.0513283048551,34.76952615177732,801.3954986126328,36.323726871450425,856.7396689204104,37.878390849399146,911.7054003469266,39.39384586789785,966.6711317734428,40.909660981484265,1021.2937408256639,42.38958046986659,1075.916349877885,43.86977052683353,1130.226778925147,45.31699450274117,1184.537207972409,46.76441089250928,1238.562725742446,48.18146588483931,1292.588243512483,49.59864469683951,1346.3530870228665,50.98779415687987,1400.1179305332503,52.3770069399143,1453.6435854413107,53.74027790035971,1507.169240349371,55.103558576204165,1561.4354604190924,56.55272949672851,1615.7016804888137,58.001845002485105,1669.6032808885548,59.41628202837996,1723.5048812882958,60.83059775874047,1777.0803601436292,62.213686267666226,1830.6558389989625,63.59659743210422,1883.9385719515985,64.95128895838738,1937.2213049042343,66.30575511328988,1990.2403000777156,67.63463200754573,2043.2592952511968,68.96324210159769,2096.0399472767735,70.26857847011973,2148.8205993023503,71.5736120841642,2201.3852496836557,72.85742017356546,2253.949900064961,74.14089413045126,2306.3182483863475,75.40495958626792,2358.6865967077338,76.66866338214406,2410.8762248568146,77.91458522532896,2463.065853005895,79.16012114464435,2515.092364718299,80.38932771355945,2567.1188764307035,81.61812687263546
235,16197738.095238103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.479095238094851,29.410463961094017,11.571742951671736,58.820927922188034,12.664528256270705,121.6440003501472,14.930439470496022,184.46707277810634,17.19906059258951,245.8226852021843,19.331735705787256,307.17829762626224,21.46647184660063,367.3091468298919,23.48639613483104,427.43999603352154,25.5078950765539,484.01230535798004,27.191536820809574,540.5846146824385,28.876032188301874,596.6530197494361,30.509426595286264,652.7214248164337,32.14351385829737,708.3381749399139,33.73130162171329,763.9549250633942,35.319645509053046,819.1650807006461,36.865868586244446,874.3752363378978,38.41253061182229,929.2179321010949,39.92073335522184,984.0606278642921,41.42927393956294,1038.569957538228,42.90257670370605,1093.079287212164,44.376129507506256,1147.2851361932758,45.81729555564807,1201.4909851743873,47.258634952931445,1255.419755561948,48.67012808138695,1309.348525949509,50.08172722354317,1363.023660037438,51.46575436636596,1416.6987941253672,52.84982811669305,1470.1411028208022,54.20836865700283,1523.583411516237,55.566903151812,1577.7402307578873,57.009567373611326,1631.8970499995378,58.45215840824949,1685.6997916359896,59.86076509520285,1739.5025332724417,61.2692342630863,1792.9884101754747,62.647077164922685,1846.4742870785074,64.0247277830264,1899.6755626332795,65.37468041731549,1952.8768381880516,66.7243938176492,2005.8215892072135,68.0489739210179,2058.7663402263756,69.37327427493281,2111.479165662119,70.67470142408709,2164.1919910978627,71.9758136523959,2216.694548092827,73.25605375809087,2269.197105087791,74.53594824255046,2321.5085034277963,75.79674747297823,2373.8199017678016,77.05717414683127,2425.9572047133274,78.30009725114412,2478.094507658853,79.54262405659868,2530.0728684195265,80.76906992475718,2582.0512291802,81.99509847168797
236,16147142.857142864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.458857142857044,39.91420109005617,11.937119057612861,79.82840218011233,13.415623350236805,142.23720699446255,15.652864851708143,204.64601180881277,17.89271126461502,265.65014172426754,20.001489484794448,326.65427163972225,22.11225051926362,386.48278322476017,24.111963864729134,446.311294809798,26.113191774663164,502.70680281183763,27.78593414033015,559.1023108138772,29.459498406876733,615.0101257700561,31.083103830276,670.917940726235,32.70737425375373,726.3882312740841,34.28632883175097,781.8585218219332,35.8658147861625,836.9346627886594,37.40403575583691,892.0108037553854,38.94267345923692,946.7304638552633,40.44359806666151,1001.4501239551413,41.94484038399389,1055.846174250792,43.41150021637715,1110.2422245464427,44.878391691359084,1164.3434934614043,46.31347406345844,1218.4447623763658,47.74871284470276,1272.2767853814505,49.1546194054765,1326.1088083865352,50.560616278552956,1379.6942330520096,51.93949790851604,1433.279657717484,53.31841150484773,1486.6386202002936,54.67220027302471,1539.997582683103,56.02596927127598,1594.0450010966824,57.46212144028688,1648.0924195102616,58.898184920849666,1701.7963023834245,60.30095510115849,1755.5001852565877,61.70357370906916,1808.8964602073202,63.0761648387428,1862.2927351580524,64.44855082152442,1915.4125533149606,65.79375901601051,1968.5323714718688,67.13871610264843,2021.4028783367119,68.45899492929175,2074.273385201555,69.77898296500346,2126.918384047465,71.07649779663646,2179.563382893375,72.3736873741905,2232.003846501998,73.6503580234619,2284.444310110621,74.92667332726712,2336.698758469245,76.18420665665698,2388.953206827869,77.44135823432428,2441.0381845698403,78.68128484620559,2493.123162311811,79.92080642800644,2545.053372120754,81.14449585138145,2596.983581929697,82.36775963302156
237,16096547.619047627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.438619047621453,50.41793821901832,12.300047235504094,100.83587643803664,14.161844701455168,162.8304136387779,16.370693754688954,224.8249508395192,18.5820459118264,285.4775982463507,20.66712182395985,346.1302456531822,22.75410487865772,405.65641961962837,24.733744752866603,465.1825935860745,26.7148412853668,521.4013002656952,28.376702665689496,577.6200069453159,30.039355511798426,633.3672317906762,31.653181411213517,689.1144566360364,33.26764576442657,744.4382876082543,34.83777001255187,799.7621185804722,36.40840222157956,854.7042448766726,37.93861910742203,909.6463711728729,39.469231863972034,964.2429956094318,40.96287295104553,1018.8396200459905,42.45681298452405,1073.1223909633559,43.9168221993301,1127.4051618807214,45.37704603867502,1181.4018507295327,46.80603563066396,1235.398539578344,48.23516607773465,1289.1338152009525,49.63547622481297,1342.8690908235612,51.035862371124765,1396.364806066581,52.409588463530994,1449.860521309601,53.7833332677462,1503.136137579785,55.132360499654666,1556.411753849969,56.48135561815245,1610.3497714354774,57.91100125534405,1664.2877890209857,59.34054428080074,1717.8928131308596,60.73748109637841,1771.4978372407336,62.13425381411459,1824.8045102391657,63.501594893667416,1878.1111832375975,64.86871944426265,1931.1495439966418,66.20918424437384,1984.187904755686,67.54938749959149,2036.9841674662098,68.86536597716513,2089.7804301767337,70.18104401685255,2142.3576024328104,71.47464776640275,2194.9347746888875,72.76791728235949,2247.313144911169,74.04102034226754,2299.6915151334506,75.31375964662557,2351.8890135106935,76.56802981838294,2404.0865118879365,77.82191031885417,2456.1191644263527,79.05884424407978,2508.1518169647693,80.29536564589046,2560.0338758219814,81.51630362996532,2611.915934679193,82.7368088527073
238,16045952.380952388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.41838095238169,60.92167534798047,12.660540909561437,121.84335069596094,14.903214855451825,183.42362028309327,17.083968834653916,245.00388987022563,19.267127259203555,305.30505476843393,21.328715874909363,365.60621966664223,23.392138349076813,424.8300560144966,25.35186225436757,484.053892362351,27.31298685146001,540.0957977195528,28.964003437999366,596.1377030767546,30.615782111542803,651.7243378112962,32.21985483426303,707.3109725458378,33.824540500402726,762.4883439424245,35.38585320362967,817.6657153390113,36.9476514760948,872.4738269646858,38.46987724448635,927.2819385903604,39.99247903682398,981.7555273636001,41.47884516034955,1036.2291161368398,42.96549247771846,1090.3986076759202,44.4188563246748,1144.5680992150003,45.87241878441323,1198.4602079976614,47.295318425918836,1252.3523167803226,48.718344369868355,1305.9908450204548,50.113059199039675,1359.6293732605873,51.507836710001335,1413.0353790811525,52.87640720438145,1466.4413849017178,54.24498414471062,1519.6336549592766,55.58924908055128,1572.825925016835,56.93347053991734,1626.6545417742723,58.356623790132666,1680.4831585317097,59.77966163535699,1733.9893238782947,61.170775812137876,1787.4954892248795,62.56171445370147,1840.7125602710112,63.92381379278123,1893.9296313171426,65.28568627112983,1946.886534678323,66.62141435574907,1999.8434380395033,67.95687147405835,2052.5654565957084,69.26855525016049,2105.287475151913,70.5799299246707,2157.7968208181564,71.86962767267089,2210.3061664844,73.15898316015664,2262.6224433203406,74.42852350458242,2314.938720156281,75.69769260663777,2367.079268552143,76.94870456720872,2419.2198169480043,78.19931983188924,2471.200144282866,79.43326630799037,2523.180471617727,80.66679363482307,2575.0143795232084,81.88498587616824,2626.8482874286897,83.10273907723503
239,15995357.14285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.398142857142785,8.26792742975751,10.707759279627899,16.53585485951502,11.017386910882086,79.2363961187372,13.311539086988361,141.9369373779594,15.608473191059232,203.16036180980362,17.765632716791906,264.38378624164784,19.924916166260797,324.3783417180023,21.96638329743577,384.37289719435677,24.009481314639256,443.3303022470302,25.951858712878693,502.2877072997036,27.895488406363405,558.1697539906837,29.536924262508382,614.0518006816638,31.179035858521242,669.4926297535596,32.774383175598956,724.9334588254554,34.370272384400295,779.9773942367168,35.92361311940472,835.0213296479782,37.47738076024528,889.706929748954,38.992300126300215,944.3925298499298,40.50754693025769,998.7533123812425,41.98719797389235,1053.1140949125552,43.467089852589496,1107.1794376326322,44.91426593369743,1161.2447803527093,46.3616070125048,1215.040528471019,47.77879303054975,1268.8362765893285,49.19607729171543,1322.3854519364918,50.58550470188504,1375.9346272836553,51.97497132807346,1429.2576134084538,53.338639116890675,1482.5805995332523,54.70229369635172,1535.6955962174702,56.04200447323377,1588.810592901688,57.38165529626994,1642.5395014151982,58.79870950624182,1696.2684099287085,60.21563288765846,1749.6842202512207,61.60125249347609,1803.1000305737332,62.98668530941965,1856.2349786150123,64.3438196398904,1909.3699266562915,65.70071918855072,1962.2519925387048,67.03194901951753,2015.1340584211182,68.36290265128625,2067.7877192567025,69.67050181665601,2120.4413800922866,70.97778883716607,2172.888155112288,72.26377029441723,2225.3349301322896,73.54940824856067,2277.593819352626,74.81556143012193,2329.852708572962,76.08134362124247,2381.940542838379,77.3292646669223,2434.028377103796,78.57679052220581,2485.9602007062317,79.80791278624545,2537.8920243086673,81.0386184687177,2589.681238705598,82.2542278619586,2641.470453102529,83.46940169105262
240,15944761.90476191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.377904761904091,18.602836716954396,11.072477077580245,37.20567343390879,11.767103792598512,99.50386279994261,14.032944819059251,161.80205216597642,16.301461805197565,222.68298705711268,18.435027348067138,283.56392194824895,20.570634325585075,343.263086274442,22.592150490427773,402.962250600635,24.61523093542847,461.6622009389801,26.540537287648274,520.3621512773252,28.467040607460316,576.088574966133,30.09902538070497,631.8149986549408,31.731652504147167,687.113718176234,33.31846765045095,742.4124376975271,34.905793950382225,797.3261930210397,36.451400378916965,852.2399483445522,37.9974053462401,906.8059127072861,39.50528440076647,961.3718770700199,41.0134646808467,1015.6224107147534,42.48668368291302,1069.8729443594868,43.96011929002162,1123.8364209003817,45.40139845928058,1177.7998974412762,46.84282023013163,1231.5013397456837,48.254585060988745,1285.2027820500912,49.666427441298566,1338.6644531266625,51.050855781016686,1392.1261242032338,52.43530421912689,1445.3677630639377,53.79435005027637,1498.6094019246416,55.153365010387105,1551.6486434453395,56.48879205008735,1604.6878849660377,57.82414281340307,1658.3195083816568,59.23543644556668,1711.951131797276,60.646581876133844,1765.2787130305198,62.02701644755184,1818.6062942637636,63.407248664560235,1871.6609890370526,64.75969766402545,1924.7156838103415,66.11189785189916,1977.5245671937619,67.43887926420287,2030.3334505771822,68.76557175017373,2082.9202253005706,70.06930636384126,2135.5070000239584,71.37271720870136,2187.8925183836163,72.65517284075003,2240.278036743274,73.93727427613018,2292.4807147906904,75.20020132290506,2344.6833928381066,76.46274746534684,2396.7195719358133,77.70770954292668,2448.7557510335196,78.95226716447078,2500.6400262713114,80.18066820738444,2552.5243015091028,81.40864393561282,2604.269686758278,82.62174464029711,2656.015072007454,83.83440147899324
