,location,sample,depth,mean_GOF_all_grains,min_GOF_all_grains,max_GOF_all_grains,mean_he_error,modeled_he_age_grain_0_prov_0,modeled_he_age_grain_0_prov_1,modeled_he_age_grain_0_prov_2,modeled_he_age_grain_0_prov_3,modeled_he_age_grain_1_prov_0,modeled_he_age_grain_1_prov_1,modeled_he_age_grain_1_prov_2,modeled_he_age_grain_1_prov_3,modeled_he_age_grain_2_prov_0,modeled_he_age_grain_2_prov_1,modeled_he_age_grain_2_prov_2,modeled_he_age_grain_2_prov_3,modeled_he_age_grain_3_prov_0,modeled_he_age_grain_3_prov_1,modeled_he_age_grain_3_prov_2,modeled_he_age_grain_3_prov_3,modeled_he_age_grain_4_prov_0,modeled_he_age_grain_4_prov_1,modeled_he_age_grain_4_prov_2,modeled_he_age_grain_4_prov_3
0,E40,E40,0,9.314020929217298e-74,0.0,4.657010464608649e-73,6.854054974684563,18.912607565311273,15.447212693003308,12.358295820597714,12.21239302592476,7.896845267745,7.580377214205408,7.404052252512647,7.391730713572884,15.648445385020361,13.15810709442037,11.06789170181389,10.964110309843633,31.892363398239702,24.938708472307052,17.130258485987998,16.824252798658332,18.471631338227287,15.136688916127166,12.187383217666623,12.0471662229432
