69.9600	120.0000
69.5301	118.9374
69.1002	117.8748
68.6703	116.8122
68.2404	115.7497
67.8105	114.6871
67.3806	113.6245
66.9507	112.5619
66.5208	111.4993
66.0909	110.4367
65.6610	109.3741
65.2311	108.3116
64.8012	107.2490
64.3713	106.1864
63.9414	105.1238
63.5115	104.0612
63.0816	102.9986
62.6517	101.9360
62.2218	100.8735
61.7919	99.8109
61.3620	98.7483
60.9321	97.6857
60.5022	96.6231
60.0723	95.5605
59.6424	94.4979
59.2125	93.4354
58.7826	92.3728
58.3527	91.3102
57.9228	90.2476
57.4929	89.1850
57.0630	88.1224
56.6331	87.0598
56.2032	85.9973
55.7733	84.9347
55.3434	83.8721
54.9135	82.8095
54.4836	81.7469
54.0537	80.6843
53.6238	79.6217
53.1939	78.5592
52.7640	77.4966
52.3341	76.4340
51.9042	75.3714
51.4743	74.3088
51.0444	73.2462
50.6145	72.1836
50.1846	71.1211
49.7547	70.0585
49.3248	68.9959
48.8949	67.9333
48.4650	66.8707
48.0351	65.8081
47.6052	64.7455
47.1753	63.6829
46.7454	62.6204
46.3155	61.5578
45.8856	60.4952
45.4557	59.4326
45.0258	58.3700
44.5959	57.3074
44.1660	56.2448
43.7361	55.1823
43.3062	54.1197
42.8763	53.0571
42.4464	51.9945
42.0165	50.9319
41.5866	49.8693
41.1567	48.8067
40.7268	47.7442
40.2969	46.6816
39.8670	45.6190
39.4371	44.5564
39.0072	43.4938
38.5773	42.4312
38.1474	41.3686
37.7175	40.3061
37.2876	39.2435
36.8577	38.1809
36.4278	37.1183
35.9979	36.0557
35.5680	34.9931
35.1381	33.9305
34.7082	32.8680
34.2783	31.8054
33.8484	30.7428
33.4185	29.6802
32.9886	28.6176
32.5587	27.5550
32.1288	26.4924
31.6989	25.4299
31.2690	24.3673
30.8391	23.3047
30.4092	22.2421
29.9793	21.1795
29.5494	20.1169
29.1195	19.0543
28.6896	17.9918
28.2597	16.9292
27.8298	15.8666
27.3999	14.8040
26.9700	14.8040
26.9200	14.7840
26.8700	14.7640
26.8200	14.7440
26.7700	14.7240
26.7200	14.7040
26.6700	14.6840
26.6200	14.6640
26.5700	14.6440
26.5200	14.6240
26.4700	15.3276
26.4200	16.0257
26.3700	16.7184
26.3200	17.4058
26.2700	18.0879
26.2200	18.7648
26.1700	19.4365
26.1200	20.1032
26.0700	20.7649
26.0200	21.3851
25.9700	21.9918
25.9200	22.5942
