,location,sample,depth,mean_GOF_all_grains,min_GOF_all_grains,max_GOF_all_grains,mean_he_error,modeled_he_age_grain_0_prov_0,modeled_he_age_grain_0_prov_1,modeled_he_age_grain_0_prov_2,modeled_he_age_grain_0_prov_3,modeled_he_age_grain_1_prov_0,modeled_he_age_grain_1_prov_1,modeled_he_age_grain_1_prov_2,modeled_he_age_grain_1_prov_3,modeled_he_age_grain_2_prov_0,modeled_he_age_grain_2_prov_1,modeled_he_age_grain_2_prov_2,modeled_he_age_grain_2_prov_3,modeled_he_age_grain_3_prov_0,modeled_he_age_grain_3_prov_1,modeled_he_age_grain_3_prov_2,modeled_he_age_grain_3_prov_3,modeled_he_age_grain_4_prov_0,modeled_he_age_grain_4_prov_1,modeled_he_age_grain_4_prov_2,modeled_he_age_grain_4_prov_3
0,E40,E40,0,4.430646176078852e-36,0.0,2.2138508842635576e-35,2.844604708855023,7.2690131017523,7.269013100729984,7.304203839651469,7.304650382187208,5.490732745992046,5.490732745987498,5.521965655596762,5.522362145430153,6.920651957143971,6.920651957133702,6.944407926491941,6.944709157008168,8.48827543325144,8.48749533069327,8.516049844178536,8.516388782425965,7.224605086656263,7.224605086167852,7.258335139838299,7.25876311029154
