model_scenario_number,model_run,model_error,well,computational_time,C0,C1,C2,C3,NcompactionIterations,ahe_method,alpha,annealing_equation,annealing_kinetic_param,annealing_kinetics_values,auto_calibrate_VR,binsize,calculate_thermochron_for_all_nodes,contour_variable,correct_exhumation_duration,csv_save_interval,datafile_output_dir,decay_constant_232Th,decay_constant_235U,decay_constant_238U,exhumation_duration_factor,exhumation_period_ends,exhumation_period_starts,exhumation_segment_factor,exhumed_strat_units,exhumed_thicknesses,fig_adj,gof_weights,heatflow_ages,heatflow_history,log_tT_paths,make_model_data_fig,max_decompaction_error,max_hf_timestep,max_thickness,original_thicknesses,output_dir,provenance_start_temp,provenance_time_nt,resample_timesteps,save_model_run_data,show_strat_column,show_thermochron_data,simulate_AFT,simulate_He,simulate_VR,simulate_salinity,two_stage_exhumation,use_caxis_correction,use_strat_map_input,vr_unc_sigma,wells,well,T_gof,vr_gof,aft_age_gof,aft_age_error,he_gof,he_error,mean_gof,resetting_depth_model_min,resetting_depth_model_max,resetting_depth_data_min,non-resetting_depth_data_max,max_temperature,max_present_temperature,max_depth,vr_surface,vr_bottom,aft_age_surface_min,aft_age_surface_max,aft_age_bottom_min,aft_age_bottom_max,full_resetting_depth_aft_model_min,full_resetting_depth_aft_model_max,full_resetting_T_aft_model_min,partial_resetting_depth_aft_model_min,partial_resetting_depth_aft_model_max,vr_rmse,start_exhumation_phase_0,end_exhumation_phase_0,mean_cooling_exhumation_phase_0,min_cooling_exhumation_phase_0,max_cooling_exhumation_phase_0,exhumed_thicknesses_0
46,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.07 0.07],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.5196956061280862,0.4421206393649163,217.07213288098882,,,,,,,,79.06900167758775,79.06900167758775,2205.195045020053,0.21133750464649065,0.5321993775685482,196.2929637512637,439.1083077778639,147.99585657007768,358.5731797525163,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.09795122553825247,90.0,65.5,20.56597894436362,20.559181152175242,20.58536031230398,500.0
47,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.072 0.072],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.5350138547847432,0.454592941168859,214.23536823409358,,,,,,,,81.05455666160739,81.05455666160739,2205.195045020053,0.21133750464649703,0.5437933485879343,196.29296375126336,439.10830777786384,133.88548248965182,354.74459050219843,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.09494426772883402,90.0,65.5,21.118217323305466,21.111236408420538,21.13812079765152,500.0
48,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.074 0.074],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.6666666666666666,0.549359700275149,0.47596855162882357,210.15992960496706,,,,,,,,83.04011164561882,83.04011164561882,2205.195045020053,0.21133750464648624,0.5572353135185695,196.29296375126364,439.1083077778643,119.00800691531337,350.80121771646276,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.0919880661305937,90.0,65.5,21.67045570225268,21.663291664671604,21.690881283004362,500.0
49,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.076 0.076],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.6666666666666666,0.5639114558535143,0.49520120139245505,205.92721571042998,,,,,,,,85.0256666296414,85.0256666296414,2205.195045020053,0.2113375046464942,0.5720827048241388,196.2929637512635,439.10830777786384,102.02105477091386,346.73919932694196,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.08911615599680071,90.0,65.5,22.222694081190205,22.215346920908388,22.2436417683656,500.0
50,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.078 0.078],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.5786418096819016,0.5213143538392592,201.10694383496872,,,,,,,,87.01122161365987,87.01122161365987,2205.195045020053,0.21133750464649317,0.5874492455690725,196.29296375126347,439.10830777786373,84.79594196655523,342.554455415576,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.08635594950107196,90.0,65.5,22.77493246012511,22.767402177153258,22.796402253690214,500.0
51,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.08 0.08],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.5935524127448225,0.551908244256901,195.96799924081304,,,,,,,,88.99677659767765,88.99677659767765,2205.195045020053,0.21133750464648932,0.6021465253255996,196.29296375126373,439.10830777786384,68.17478686835297,338.2426709071574,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.08372696923235394,90.0,65.5,23.327170839072366,23.319457433403976,23.349162739044633,500.0
52,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.082 0.082],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.6086788998568575,0.5903843428076234,190.69073342910693,,,,,,,,90.98233158170383,90.98233158170383,2205.195045020053,0.21133750464649997,0.6150664329501644,196.29296375126358,439.1083077778638,55.02073441759816,333.7992761220424,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.08123918799738618,90.0,65.5,23.879409218009414,23.871512689644106,23.90192322438874,500.0
53,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.084 0.084],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.6241040146382211,0.6198094850673719,185.45697165508037,,,,,,,,92.96788656571809,92.96788656571809,2205.195045020053,0.21133750464649387,0.6257247179102954,196.29296375126344,439.1083077778639,45.82408371912199,329.2194248925589,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.07889254445272999,90.0,65.5,24.431647596950487,24.423567945884635,24.454683709757546,500.0
54,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.086 0.086],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.6390904599406245,0.6393697154490118,180.906103269745,,,,,,,,94.95344154974303,94.95344154974303,2205.195045020053,0.21133750464650233,0.6345973715831658,196.29296375126347,439.10830777786384,37.39237173496084,324.49796988581284,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.0766787643896854,90.0,65.5,24.983885975897028,24.975623202135864,25.007444195103975,500.0
55,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.088 0.088],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.651419748807922,0.6582015412359323,176.90030931586088,,,,,,,,96.9389965337543,96.9389965337543,2205.195045020053,0.21133750464649392,0.6428789528290653,196.29296375126333,439.108307777864,29.607153163804902,326.5079122557581,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.07458520024105428,90.0,65.5,25.53612435483969,25.527678458380812,25.560204680457666,500.0
56,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.09 0.09],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.6637118052641431,0.6721970124623453,173.26768806960743,,,,,,,,98.92455151777412,98.92455151777412,2205.195045020053,0.2113375046465007,0.6517858914771755,196.29296375126358,439.10830777786396,22.41781014971755,315.0918304304889,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.07259882274124771,90.0,65.5,26.088362733779782,26.079733714624467,26.112965165808575,500.0
57,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[750.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.054 0.054],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.0,0.46763812597377,0.39762516131983033,231.93756818461148,,,,,,,,68.17439920484384,63.18456180543934,2205.195045020053,0.21133750464650133,0.4762690591421217,196.2929637512634,439.10830777786396,220.76602346374327,381.357923136801,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.10766108388409591,90.0,65.5,22.862681720256887,22.856522693646696,22.879576283310044,750.0
58,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[750.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.056 0.056],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.0,0.4825351433617351,0.4014929746101449,230.79749851659744,,,,,,,,69.88724393346595,65.17011678945549,2205.195045020053,0.2113375046464984,0.48831808372320173,196.2929637512634,439.10830777786424,211.2000282518077,378.00423745942544,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.1043765446315303,90.0,65.5,23.65614402190654,23.649770236947994,23.673627680149114,750.0
59,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[750.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.058 0.058],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.16666666666666666,0.4982926140861609,0.4059435377651089,228.39021078273353,,,,,,,,71.6000997239366,67.1556717734743,2205.195045020053,0.21133750464649903,0.49922523902331595,196.2929637512635,439.10830777786384,200.54655489160245,374.54486198423507,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.10113369341361916,90.0,65.5,24.44960632356405,24.443017780261265,24.467679076976943,750.0
60,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[750.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.06 0.06],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.5144272122252175,0.4123095476481932,225.74811243647278,,,,,,,,73.31296149722304,69.14122675748973,2205.195045020053,0.21133750464649387,0.5088104047596124,196.2929637512634,439.10830777786435,188.89078989343204,370.97669133670695,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.09801672417551843,90.0,65.5,25.243068625207293,25.23626532355445,25.26173047381331,750.0
61,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[750.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.062 0.062],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.5305184234128053,0.4204255501685414,222.88055264396007,,,,,,,,75.0258232705022,71.12678174151338,2205.195045020053,0.2113375046465039,0.5178629747521056,196.2929637512634,439.1083077778639,176.33529184909338,367.2964409411104,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.09509268078028016,90.0,65.5,26.036530926856276,26.029512866855995,26.055781870645784,750.0
62,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[750.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.064 0.064],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.5462729645842327,0.4304186695013362,219.8105696348235,,,,,,,,76.73868504378764,73.11233672553176,2205.195045020053,0.21133750464649828,0.5276992990993113,196.29296375126344,439.10830777786396,162.96924312844877,363.50063765141243,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.09239954253486221,90.0,65.5,26.829993228515995,26.822760410164392,26.8498332674981,750.0
63,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[750.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.066 0.066],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.5615546193708217,0.4434554314925073,216.62527619788239,,,,,,,,78.45155953690143,75.0978917095496,2205.195045020053,0.21133750464650342,0.5393614305252206,196.29296375126358,439.108307777864,148.8911204361016,359.58560859573913,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.08993956272034188,90.0,65.5,27.62345553016038,27.61600795346014,27.64388466433074,750.0
64,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[750.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.068 0.068],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.5763974623335142,0.4628654419356991,212.36736102483852,,,,,,,,80.16443639741708,77.08344669356572,2205.195045020053,0.21133750464649534,0.5531862363696014,196.29296375126347,439.1083077778642,134.22205732911223,355.54746815577823,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.08768074079814253,90.0,65.5,28.416917831820832,28.409255496777526,28.43793606116035,750.0
65,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[750.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.07 0.07],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.5899061590476203,0.4866521566155053,207.84516807309714,,,,,,,,81.87731325793261,79.06900167758438,2205.195045020053,0.21133750464649717,0.5688190613952451,196.29296375126313,439.1083077778642,119.14716241733306,351.38210297390714,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.08556688648691836,90.0,65.5,29.210380133469513,29.20250304007387,29.231987458003374,750.0
66,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[750.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.072 0.072],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.6000741029660518,0.5103761712901207,203.0934846529704,,,,,,,,83.59019011844558,81.05455666159995,2205.195045020053,0.21133750464649467,0.5852965832820336,196.2929637512634,439.10830777786396,104.01911799056535,347.0851548338314,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.08353441326236599,90.0,65.5,30.003842435105263,29.995750583363268,30.02603885482125,750.0
67,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[750.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.074 0.074],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.6666666666666666,0.6068261744881756,0.5383856749671354,198.17198443666717,,,,,,,,85.30307423583406,83.04011164562388,2205.195045020053,0.21133750464650228,0.6012044621268915,196.2929637512634,439.1083077778644,89.55476037398043,342.65200119830354,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.08153187720361728,90.0,65.5,30.79730473677523,30.788998126681925,30.820090251681105,750.0
68,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[750.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.076 0.076],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.6666666666666666,0.6154941979854264,0.5702927744674353,193.18350532363033,,,,,,,,87.01596445095137,85.0256666296422,2205.195045020053,0.2113375046465011,0.6151545874550831,196.2929637512636,439.108307777864,77.84884730360618,338.07773311485323,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.07953587454266756,90.0,65.5,31.59076703841763,31.58224566998222,31.61414164849682,750.0
69,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[750.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.078 0.078],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.626197908701712,0.6043476360089223,188.44135811439486,,,,,,,,88.72885466605909,87.01122161365961,2205.195045020053,0.21133750464650009,0.6265272499624821,196.29296375126341,439.10830777786435,69.72183525245077,333.3571301204304,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.0775572708513389,90.0,65.5,32.38422934007618,32.37549321329072,32.408193045343566,750.0
70,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[750.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.08 0.08],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.6387984216289582,0.6335064778177022,184.21473461999145,,,,,,,,90.44174488116487,88.99677659767916,2205.195045020053,0.21133750464650317,0.6359402734297348,196.29296375126344,439.10830777786396,61.86928280124405,328.48463168934137,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.0756368260510371,90.0,65.5,33.17769164172081,33.16874075659062,33.20224444216431,750.0
71,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[750.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.082 0.082],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.6440940239818737,0.6554342786248804,180.26214424146218,,,,,,,,92.15463509627783,90.9823315816944,2205.195045020053,0.21133750464649342,0.6448806963037719,196.29296375126316,439.1083077778643,54.347005279190086,330.3455871345887,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.07383506491231745,90.0,65.5,33.97115394337744,33.96198829989303,33.9962958390192,750.0
72,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[750.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.084 0.084],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.642649646882129,0.6668883931442242,176.29698010272853,,,,,,,,93.8675334189867,92.9678865657156,2205.195045020053,0.21133750464649922,0.6547371204133148,196.29296375126327,439.1083077778643,47.16584482826094,318.2005233237086,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.07222288003275298,90.0,65.5,34.764616245031505,34.75523584320148,34.79034723584955,750.0
