model_scenario_number,model_run,model_error,well,computational_time,C0,C1,C2,C3,NcompactionIterations,ahe_method,alpha,annealing_equation,annealing_kinetic_param,annealing_kinetics_values,auto_calibrate_VR,binsize,calculate_thermochron_for_all_nodes,contour_variable,correct_exhumation_duration,csv_save_interval,datafile_output_dir,decay_constant_232Th,decay_constant_235U,decay_constant_238U,exhumation_duration_factor,exhumation_period_ends,exhumation_period_starts,exhumation_segment_factor,exhumed_strat_units,exhumed_thicknesses,fig_adj,gof_weights,heatflow_ages,heatflow_history,log_tT_paths,make_model_data_fig,max_decompaction_error,max_hf_timestep,max_thickness,original_thicknesses,output_dir,provenance_start_temp,provenance_time_nt,resample_timesteps,save_model_run_data,show_strat_column,show_thermochron_data,simulate_AFT,simulate_He,simulate_VR,simulate_salinity,two_stage_exhumation,use_caxis_correction,use_strat_map_input,vr_unc_sigma,wells,well,T_gof,vr_gof,aft_age_gof,aft_age_error,he_gof,he_error,mean_gof,resetting_depth_model_min,resetting_depth_model_max,resetting_depth_data_min,non-resetting_depth_data_max,max_temperature,max_present_temperature,max_depth,vr_surface,vr_bottom,aft_age_surface_min,aft_age_surface_max,aft_age_bottom_min,aft_age_bottom_max,full_resetting_depth_aft_model_min,full_resetting_depth_aft_model_max,full_resetting_T_aft_model_min,partial_resetting_depth_aft_model_min,partial_resetting_depth_aft_model_max,vr_rmse,start_exhumation_phase_0,end_exhumation_phase_0,mean_cooling_exhumation_phase_0,min_cooling_exhumation_phase_0,max_cooling_exhumation_phase_0,exhumed_thicknesses_0
20,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.056 0.056],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.0,0.3616288574282312,0.39448042051094323,233.5751630155086,,,,,,,,65.17011678945983,65.17011678945983,2205.195045020053,0.21133750464649792,0.4472492105752756,196.29296375126341,439.1083077778643,223.75879261215022,385.0362443446177,-99999.9,-99999.9,-99999.9,1861.5957145416107,-99999.9,0.12544650415896771,90.0,65.5,9.171674920512414,9.167863919537872,9.18309436374475,250.0
21,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.058 0.058],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.16666666666666666,0.37153809006233096,0.3970703859221234,232.4278960550978,,,,,,,,67.15567177347722,67.15567177347722,2205.195045020053,0.21133750464649187,0.45678351560682234,196.29296375126324,439.10830777786424,219.73277221442638,382.10913752187605,-99999.9,-99999.9,-99999.9,1861.5957145416107,-99999.9,0.12358292474187958,90.0,65.5,9.461507323289226,9.457575110228142,9.47328997167621,250.0
22,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.06 0.06],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.3820473391520161,0.3995028692543394,231.221026075598,,,,,,,,69.14122675749462,69.14122675749462,2205.195045020053,0.21133750464649478,0.46726297679351264,196.29296375126364,439.1083077778642,217.40933794399407,379.09694970430166,-99999.9,-99999.9,-99999.9,1821.9957063318889,-99999.9,0.12166321399692968,90.0,65.5,9.751339726072521,9.747286300927506,9.763485579598143,250.0
23,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.062 0.062],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.3932143270140854,0.40234586585241494,229.9521758793932,,,,,,,,71.12678174152076,71.12678174152076,2205.195045020053,0.21133750464650092,0.478123288119305,196.2929637512634,439.1083077778643,209.15723515209885,375.99710925091324,-99999.9,-99999.9,-99999.9,1771.595698122167,-99999.9,0.11964984286123266,90.0,65.5,10.041172128850864,10.036997491619303,10.053681187536352,250.0
24,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.064 0.064],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.4050983929165142,0.40628207250159454,228.72340476168534,,,,,,,,73.1123367255365,73.1123367255365,2205.195045020053,0.21133750464649298,0.4886561514983654,196.2929637512635,439.1083077778639,199.64502666239775,372.80690882825564,-99999.9,-99999.9,-99999.9,1749.0457722142382,-99999.9,0.11750893947028362,90.0,65.5,10.331004531638415,10.326708682315484,10.343876795490747,250.0
25,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.066 0.066],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.4177514072125858,0.41029120541472375,226.50535728300503,,,,,,,,75.09789170955491,75.09789170955491,2205.195045020053,0.211337504646498,0.49826776231682224,196.29296375126336,439.1083077778642,188.95901418581232,369.52349980995353,-99999.9,-99999.9,-99999.9,1737.2958463063096,-99999.9,0.1152140892591639,90.0,65.5,10.620836934419472,10.616419873009342,10.634072403421591,250.0
26,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.068 0.068],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.43120595080012303,0.41778851905709946,224.03644228314897,,,,,,,,77.08344669357379,77.08344669357379,2205.195045020053,0.2113375046464975,0.5068134683831792,196.29296375126336,439.10830777786384,177.17700023374928,366.1438856254884,-99999.9,-99999.9,-99999.9,1721.245898724127,-99999.9,0.11274869586242033,90.0,65.5,10.910669337192932,10.906131063688449,10.924268011380512,250.0
27,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.07 0.07],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.4454647575381087,0.4252306634147775,221.32385715671143,,,,,,,,79.06900167759437,79.06900167759437,2205.195045020053,0.21133750464650078,0.5147730043840218,196.29296375126358,439.10830777786384,164.60066080838612,362.66491400316386,-99999.9,-99999.9,-99999.9,1705.1959511419445,-99999.9,0.11010685238868961,90.0,65.5,11.200501739975724,11.195842254390755,11.21446361929491,250.0
28,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.072 0.072],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.46049709476913503,0.43617594879009775,218.38441619041623,,,,,,,,81.05455666161284,81.05455666161284,2205.195045020053,0.21133750464649712,0.5230576222495382,196.29296375126333,439.10830777786424,150.55494768799815,359.0832680467296,-99999.9,-99999.9,-99999.9,1705.1959511419445,-99999.9,0.1072932176534118,90.0,65.5,11.490334142755202,11.485553445090204,11.504659227209824,250.0
29,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.074 0.074],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.6666666666666666,0.476248180713279,0.4502190734950986,215.27186991023646,,,,,,,,83.04011164562993,83.04011164562993,2205.195045020053,0.21133750464649556,0.5325521204065928,196.29296375126367,439.1083077778644,134.61138078270181,355.39545607636734,-99999.9,-99999.9,-99999.9,1705.1959511419445,-99999.9,0.10432250758211659,90.0,65.5,11.780166545535385,11.775264635779493,11.79485483515814,250.0
30,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.076 0.076],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.6666666666666666,0.4926647390376646,0.46840769462333204,211.71543056885736,,,,,,,,85.02566662964722,85.02566662964722,2205.195045020053,0.21133750464649664,0.5437562835591279,196.29296375126344,439.10830777786396,117.89793983371851,351.597800150918,-99999.9,-99999.9,-99999.9,1705.1959511419445,-99999.9,0.10121903942171141,90.0,65.5,12.069998948320169,12.064975826476037,12.08505044309899,250.0
31,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.078 0.078],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.5097318329753616,0.48612282782072064,208.13465527108232,,,,,,,,87.01122161366622,87.01122161366622,2205.195045020053,0.21133750464649936,0.5567062757313429,196.29296375126336,439.1083077778643,100.59579419375366,347.68642316754256,-99999.9,-99999.9,-99999.9,1705.1959511419445,-99999.9,0.09801648511537375,90.0,65.5,12.359831351095853,12.354687017163762,12.375246051033255,250.0
32,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.08 0.08],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.5275057797841523,0.5072351540897551,203.46970216364494,,,,,,,,88.99677659768365,88.99677659768365,2205.195045020053,0.21133750464649317,0.5710159235427672,196.2929637512632,439.1083077778642,82.8797406052855,343.65723440673787,-99999.9,-99999.9,-99999.9,1705.1959511419445,-99999.9,0.0947576116893769,90.0,65.5,12.649663753868623,12.64439820786339,12.665441658913227,250.0
33,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.082 0.082],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.546123027150431,0.5365919254164486,198.51388864351102,,,,,,,,90.98233158170905,90.98233158170905,2205.195045020053,0.21133750464650206,0.58590404179742,196.29296375126364,439.10830777786424,65.15493466905674,339.5059133551756,-99999.9,-99999.9,-99999.9,1701.7459731556241,-99999.9,0.09149332136700054,90.0,65.5,12.939496156658599,12.934109398556203,12.955637266893383,250.0
34,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.084 0.084],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.564142534049289,0.5735463685426737,193.30443032399393,,,,,,,,92.96788656572163,92.96788656572163,2205.195045020053,0.2113375046464986,0.6002979373082318,196.29296375126313,439.1083077778639,48.26325574394304,335.22789159681486,-99999.9,-99999.9,-99999.9,1698.2959951693035,-99999.9,0.08827994435459487,90.0,65.5,13.229328559453094,13.223820589256647,13.245832874861446,250.0
35,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.086 0.086],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.5800134038240506,0.6027741561604267,187.94718045464245,,,,,,,,94.95344154974481,94.95344154974481,2205.195045020053,0.21133750464650664,0.6131416551820534,196.29296375126344,439.10830777786424,35.003607725609186,330.81833251493555,-99999.9,-99999.9,-99999.9,1691.6460561614979,-99999.9,0.08517377723941646,90.0,65.5,13.51916096222423,13.513531779943492,13.536028482776782,250.0
36,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.088 0.088],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.5965407937026579,0.6232271141226386,182.5810320765293,,,,,,,,96.93899653376272,96.93899653376272,2205.195045020053,0.21133750464650294,0.6238703827966109,196.29296375126316,439.10830777786384,25.891949648509677,326.2721084936809,-99999.9,-99999.9,-99999.9,1684.9961171536922,-99999.9,0.08222258807758952,90.0,65.5,13.80899336500228,13.803242970643879,13.826224090680306,250.0
37,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.09 0.09],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.6137961022563514,0.6453920118247936,178.0837263920683,,,,,,,,98.92455151777175,98.92455151777175,2205.195045020053,0.2113375046464868,0.6327683023706911,196.29296375126333,439.10830777786435,18.216379346813884,321.5837752464758,-99999.9,-99999.9,-99999.9,1684.9961171536922,-99999.9,0.07945552518339917,90.0,65.5,14.098825767779035,14.09295416132693,14.11641969863582,250.0
38,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.054 0.054],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.0,0.4003605777080157,0.3947505481628313,233.71881540601976,,,,,,,,64.15756222290238,63.18456180543908,2205.195045020053,0.2113375046464974,0.4525536630572871,196.29296375126341,439.1083077778643,225.01074991825172,385.4719698733539,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.11949473725959942,90.0,65.5,16.14807191284581,16.142739102226813,16.163276429520707,500.0
39,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.056 0.056],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.0,0.4123640641882814,0.39662094196802783,232.5225010339429,,,,,,,,65.72770627697729,65.17011678945545,2205.195045020053,0.21133750464649506,0.4632394386348084,196.29296375126313,439.1083077778638,220.92118592993322,382.44440352524657,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.1172813250064087,90.0,65.5,16.700310291783104,16.694794358469082,16.716036914858574,500.0
40,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.058 0.058],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.16666666666666666,0.425219308567643,0.4001765083571459,231.2555404425089,,,,,,,,67.29785033106165,67.15567177347582,2205.195045020053,0.2113375046464966,0.47459827045060365,196.29296375126327,439.1083077778643,216.96141152498254,379.3266282314473,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.11491527729985032,90.0,65.5,17.252548670726704,17.246849614714584,17.26879740022085,500.0
41,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.06 0.06],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.4389956751699306,0.4022218780104298,230.3014545834354,,,,,,,,69.14122675749417,69.14122675749417,2205.195045020053,0.211337504646496,0.48584741292169054,196.29296375126341,439.1083077778643,207.8495816169491,376.1160989272072,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.11238787629258683,90.0,65.5,17.804787049664196,17.798904870958268,17.821557885554103,500.0
42,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.062 0.062],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.4537017640713709,0.40823697182391727,228.08567602972508,,,,,,,,71.12678174151276,71.12678174151276,2205.195045020053,0.2113375046464986,0.49622915235105425,196.29296375126341,439.108307777864,197.68183608206988,372.8101342527725,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.10970520784800918,90.0,65.5,18.357025428607695,18.35096012720495,18.37431837090961,500.0
43,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.064 0.064],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.46928058416382784,0.41278605659016654,225.64561271040148,,,,,,,,73.11233672553274,73.11233672553274,2205.195045020053,0.2113375046465001,0.5054198352942344,196.2929637512632,439.108307777864,186.53084309656882,369.40591101116684,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.10688683064046228,90.0,65.5,18.909263807545923,18.903015383448427,18.92707885625158,500.0
44,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.066 0.066],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.48562302395494733,0.42051498721889474,222.98914760647477,,,,,,,,75.09789170955142,75.09789170955142,2205.195045020053,0.21133750464649814,0.5138194316143065,196.29296375126341,439.1083077778639,174.48240508812017,365.90045741811963,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.10396299602269904,90.0,65.5,19.46150218648731,19.45507063969051,19.479839341608223,500.0
45,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.068 0.068],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.5025997538709476,0.43041291125005127,220.12629123993239,,,,,,,,77.08344669357163,77.08344669357163,2205.195045020053,0.21133750464649773,0.522405774619524,196.29296375126344,439.10830777786396,161.60900575392554,362.2906450950391,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.10097096391859599,90.0,65.5,20.013740565428694,20.007125895935502,20.03259982696138,500.0
