model_scenario_number,model_run,model_error,well,computational_time,C0,C1,C2,C3,NcompactionIterations,ahe_method,alpha,annealing_equation,annealing_kinetic_param,annealing_kinetics_values,binsize,calculate_thermochron_for_all_nodes,contour_variable,correct_exhumation_duration,csv_save_interval,datafile_output_dir,decay_constant_232Th,decay_constant_235U,decay_constant_238U,exhumation_duration_factor,exhumation_period_ends,exhumation_period_starts,exhumation_segment_factor,exhumed_strat_units,exhumed_thicknesses,fig_adj,gof_weights,heatflow_ages,heatflow_history,log_tT_paths,make_model_data_fig,max_decompaction_error,max_hf_timestep,max_thickness,original_thicknesses,output_dir,provenance_start_temp,provenance_time_nt,resample_timesteps,save_model_run_data,show_strat_column,show_thermochron_data,simulate_AFT,simulate_He,simulate_VR,simulate_salinity,two_stage_exhumation,use_caxis_correction,use_strat_map_input,vr_unc_sigma,wells,well,T_gof,vr_gof,aft_age_gof,aft_age_error,he_gof,he_error,mean_gof,resetting_depth_model_min,resetting_depth_model_max,resetting_depth_data_min,non-resetting_depth_data_max,start_exhumation_phase_0,end_exhumation_phase_0,mean_cooling_exhumation_phase_0,min_cooling_exhumation_phase_0,max_cooling_exhumation_phase_0,max_temperature,max_present_temperature,max_depth,he_age_surface_min,he_age_surface_max,he_age_bottom_min,he_age_bottom_max,full_resetting_depth_he_model_min,full_resetting_T_he_model_min,full_resetting_depth_he_model_max,full_resetting_T_he_model_max,partial_resetting_depth_he_model_min,partial_resetting_depth_he_model_max,exhumed_thicknesses_0
0,,,E40,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],0.25,True,temperature,True,1,model_output/example_dataset_2/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[0.],[12.],0.5,"[['USM', 'OMM', 'OSM']]",[2000.0],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 260. 305. 312.],[0.065 0.065 0.13  0.13 ],True,True,0.01,10000.0,100.0,"[[1000.0, 1000, 1000]]",model_output/example_dataset_2,120.0,100,5,True,False,True,False,True,False,False,False,False,False,0.05,['E40'],E40,,,,,9.314020929217298e-74,6.854054974684563,,,,,,12.0,0.0,58.82190468057859,58.81940328770496,58.827178165945035,78.61702631246258,19.79762302475763,2399.9974542709956,7.401568045415066,31.820476407406854,6.007893816905313,13.907042243653047,-99999.9,-99999.9,-99999.9,-99999.9,0.0,0.0,2000.0
1,,,E40,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],0.25,True,temperature,True,1,model_output/example_dataset_2/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[0.],[12.],0.5,"[['USM', 'OMM', 'OSM']]",[3000.0],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 260. 305. 312.],[0.065 0.065 0.13  0.13 ],True,True,0.01,10000.0,100.0,"[[1000.0, 1000, 1000]]",model_output/example_dataset_2,120.0,100,5,True,False,True,False,True,False,False,False,False,False,0.05,['E40'],E40,,,,,4.430646176078852e-36,2.844604708855023,,,,,,12.0,0.0,84.64255152140149,84.63638188233071,84.65381989201101,103.67595292872421,19.038671218187275,3399.9968142389816,5.510898104981172,8.504558035494286,4.80887213265137,7.639754209913915,-99999.9,-99999.9,-99999.9,-99999.9,0.0,0.0,3000.0
